transaction_id,amount,transaction_time,location,device_type,merchant_category,upi_id,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction,is_fraud
98bebbc6-c381-4068-8e69-8b24c522c1bf,15863.25,50:32.0,Madhya Pradesh,Trusted,Travel,neelimamurty@hdfcbank,3,5,7,178,0
3e41fe97-d17d-4675-95f1-911fc257f810,1317.3,37:13.0,Uttar Pradesh,Trusted,Utilities,acharyadipta@axisbank,3,2,4,43,0
12a04283-c41d-4a72-8193-a3a63a60d4c6,4478.58,22:34.0,Karnataka,Trusted,Grocery,parthbora@paytm,4,3,3,44,0
dbe9974c-112d-414b-907b-7cb29377c393,5681.36,17:19.0,Madhya Pradesh,Untrusted,Fashion,chatreshbiswas@paytm,3,3,6,52,0
9e889eb6-d76a-4118-9389-052ff621608c,954.25,03:15.0,Assam,Untrusted,Grocery,keya42@icici,4,3,3,102,0
730b6828-8535-4181-8eb1-9ad95e53165e,8789.18,51:34.0,Haryana,Trusted,Others,umadan@axisbank,2,2,4,181,0
44929e20-1221-48ad-8b66-757026c00d92,1420.42,27:52.0,Haryana,Trusted,Education,hdua@paytm,1,3,3,95,0
fa91c234-230c-4d5e-9e90-02637555c37c,2737.68,48:10.0,Uttar Pradesh,Trusted,Food,kashishdewan@paytm,3,0,2,185,0
d3cf68c2-01ae-474e-a4f4-a23208f62752,13118.66,56:20.0,Madhya Pradesh,Untrusted,Education,sathvik21@sbi,1,1,3,132,0
826ebba0-aa5c-4732-ac2b-d3d5c550722f,1165.19,00:49.0,West Bengal,Untrusted,Entertainment,zansi50@sbi,3,2,3,186,0
baa85d22-b0dd-4578-904e-03aa8df9c518,1068.54,10:15.0,Uttarakhand,Trusted,Fashion,ridhikhare@sbi,1,4,6,97,0
dbe8f6ba-29b5-41d9-8ae2-5e1667979f6e,183.09,00:09.0,Chhattisgarh,Untrusted,Food,petersanghvi@icici,2,1,2,157,0
2f45e60f-685d-44e2-9107-d9066ad0f9fb,4101.99,20:55.0,Goa,Trusted,Entertainment,chakradevseth@icici,1,2,3,189,0
b9d561a7-fd5c-4ba0-a2cc-2727ee166e32,1347.27,10:15.0,Sikkim,Untrusted,Food,ubika81@paytm,3,0,3,35,0
24b09b9a-79a4-4c17-bb4d-2c021b0b9318,28341.16,58:52.0,Tamil Nadu,Trusted,Education,hgoel@axisbank,2,4,6,39,0
85b34f6f-c8a6-45ef-8240-0245e6964c07,4632.41,13:07.0,Uttar Pradesh,Trusted,Travel,bkata@paytm,1,3,3,195,0
7aad852a-2957-4d40-94fa-eb1d5a1acbd5,2807.25,21:46.0,Andhra Pradesh,Untrusted,Others,janakiraju@yesbank,3,0,0,98,0
44d71bfd-d8da-44ad-9caf-e928ea9330cd,46130.96,39:01.0,Tamil Nadu,Trusted,Electronics,siyapai@yesbank,1,3,3,195,0
41532638-3edb-4d58-a225-e9e01cade9e7,3180.28,47:16.0,Gujarat,Trusted,Utilities,mukhopadhyayyatan@hdfcbank,4,0,1,195,0
026052ff-39ad-46f4-8536-ce63bf4f0267,3687.91,42:51.0,Gujarat,Trusted,Electronics,madhavkrishnamurthy@icici,1,4,6,200,0
a64fe72e-bb55-4c62-a485-e861c887be93,2497.32,39:29.0,Tamil Nadu,Untrusted,Food,sankarchasmum@hdfcbank,1,2,4,113,0
c23537f1-9fc5-4d6f-9abc-56e0973989bf,2451.56,11:13.0,Maharashtra,Trusted,Others,warjaspradhan@yesbank,1,5,7,149,0
44d94f28-59b7-4f4b-9c4f-9f2e6395a9ae,5084.67,43:53.0,Assam,Trusted,Travel,awali@sbi,2,2,3,167,0
dbc44249-f4e9-4988-9de3-3661ff6f8330,3063.89,45:35.0,West Bengal,Untrusted,Travel,sanayachoudhury@kotak,2,1,1,147,0
325b4038-d969-4bcd-acce-4535b27fca18,10729.25,00:39.0,Assam,Trusted,Electronics,sarnalavanya@hdfcbank,2,2,5,100,0
3b66b857-1452-43c6-85ae-79db14b80f2a,3887.78,21:28.0,Maharashtra,Trusted,Fashion,aarini19@axisbank,4,1,1,53,0
f254309c-cbad-4eb8-bbdd-1fb34d2cdf8d,12180.66,25:21.0,Himachal Pradesh,Trusted,Travel,xbora@hdfcbank,4,1,4,41,0
892a92d4-1df3-46cb-a59d-b4d5b0851832,18821.79,26:09.0,Uttar Pradesh,Untrusted,Travel,jai05@hdfcbank,2,1,2,56,0
9b631623-36a4-4a98-a0b6-a87cc2f9ab57,3012.53,59:18.0,Tamil Nadu,Untrusted,Utilities,lkala@icici,1,2,5,141,0
475daa75-7eac-40aa-9945-8ebc08ca61f4,4325.45,37:21.0,Manipur,Untrusted,Grocery,fradodevi@kotak,3,4,4,125,0
23f73405-d042-41b0-9954-a8fe754e370c,14151.9,12:00.0,Nagaland,Trusted,Travel,uppalaarav@paytm,4,3,5,72,0
b5c460e5-1ff3-47f3-b1b3-0ec58a761a39,9471.72,28:29.0,Uttar Pradesh,Trusted,Healthcare,dugarwatika@hdfcbank,4,1,3,187,0
07c9bcfe-9359-45ad-a6fc-3ab1e61f045c,2115.03,38:22.0,Maharashtra,Trusted,Food,fgaba@yesbank,3,0,3,77,0
a1dc06e2-8c17-4682-be0b-a801c30532a0,46607.84,54:03.0,Uttar Pradesh,Untrusted,Electronics,golejatin@axisbank,3,1,4,39,0
45cbf013-1d0d-4bf4-8a3d-abd9cd6b283a,44517.89,52:20.0,Tripura,Trusted,Education,eshenoy@paytm,2,1,1,50,0
739ffac7-1d50-42ea-8212-9d443a4b9693,9932.72,09:42.0,Uttar Pradesh,Trusted,Others,amairadalal@icici,2,1,3,62,0
2db976b2-18d1-4c68-985d-eb06d6943799,19370.26,18:16.0,Madhya Pradesh,Untrusted,Electronics,saanvichhabra@sbi,1,4,4,167,0
9b924686-e2c3-4e4e-9630-9cccad2bd530,18807.13,21:27.0,Odisha,Trusted,Education,nagymadhav@paytm,1,2,5,158,0
324798a3-c155-4dd7-9908-609c2661a105,724.16,47:18.0,Tamil Nadu,Untrusted,Food,settychandani@yesbank,2,1,1,115,0
54590641-55e2-4dae-8915-fdf151ad108e,11187.77,16:40.0,Goa,Trusted,Education,manetarak@hdfcbank,3,1,1,120,0
9d9f4a40-281f-4919-b8b4-d1fb0fecd9c8,3302.49,48:43.0,Gujarat,Trusted,Utilities,nachiket49@kotak,3,1,4,76,0
4ce7498f-82b5-4220-b109-9de843017c7d,4337.87,46:54.0,Kerala,Trusted,Entertainment,horadev@hdfcbank,3,1,4,170,0
7f8af82d-1b57-4fb4-864f-fbd945007820,3319.42,10:23.0,Telangana,Trusted,Fashion,maanavdevi@sbi,4,1,1,44,0
5c3e67af-de5a-4e73-b426-dc412089b589,12240.41,09:16.0,Uttarakhand,Trusted,Travel,srinivasandavid@hdfcbank,2,2,5,71,0
94dc4a57-2760-48ef-ac9e-c0327f7026d1,23337.17,25:12.0,Tripura,Trusted,Education,rlanka@icici,3,2,5,148,0
28f79c6a-c77c-47f2-a060-9dc377667e1d,2202.87,14:59.0,Andhra Pradesh,Trusted,Entertainment,bhavyashroff@hdfcbank,3,3,6,114,0
9c790d27-754c-476b-9127-939608db3f07,9545.43,55:34.0,Haryana,Trusted,Fashion,ndixit@kotak,1,1,2,53,0
3897f536-62ea-46af-97eb-40473a271edd,2873.65,59:10.0,Bihar,Trusted,Utilities,hemabalasubramanian@hdfcbank,2,5,5,103,0
81c7ab3a-8742-41f8-be48-892dcf411e82,736.29,52:55.0,Nagaland,Trusted,Others,ronithbrahmbhatt@paytm,2,3,4,125,0
ecb7956d-0ca8-465e-8e86-cc117b4502bf,12559.81,18:56.0,Jharkhand,Trusted,Travel,nikita61@hdfcbank,1,2,2,110,0
56769ae8-dec1-47e7-83c7-2d28a8da0a28,31944.42,26:58.0,Kerala,Trusted,Education,anamika75@hdfcbank,2,5,7,43,0
abbcb789-0779-4868-8600-2d29e6599fd5,29209.01,02:26.0,Assam,Trusted,Electronics,thomasdani@axisbank,3,0,3,146,0
bc754dcd-69f9-4452-b622-ce978943af7e,3205.33,51:10.0,Mizoram,Untrusted,Fashion,chaayachana@kotak,2,3,5,42,0
b06231d2-4af2-444b-940c-a752196536d7,14423,05:36.0,West Bengal,Trusted,Education,emukherjee@axisbank,1,1,3,57,0
5f2f3f95-e5b4-4814-b6c8-25450d553561,4729.81,48:23.0,Rajasthan,Untrusted,Entertainment,xsachdeva@axisbank,1,2,5,137,0
ae5f4436-7463-4b3a-a0e1-5a8cd5c28781,36862.69,52:20.0,Odisha,Untrusted,Electronics,vedikaoza@hdfcbank,1,3,3,168,0
969075a5-b174-4ed7-8ea3-335bac3719cc,1126.37,51:55.0,Assam,Untrusted,Fashion,nraj@icici,1,1,3,139,0
bfde2a2e-b52c-40d2-a9dd-8693660a88db,18958.92,40:30.0,Karnataka,Untrusted,Electronics,sarnagautami@yesbank,1,5,5,176,0
02c5bff7-241c-422a-b69c-3f30b356d62d,3863.65,10:19.0,Madhya Pradesh,Trusted,Travel,dchawla@yesbank,4,5,6,199,0
5adf71c8-04ad-4152-9e6c-a2bf86b157c5,16488.64,31:20.0,Arunachal Pradesh,Trusted,Electronics,miteshbandi@icici,1,3,3,60,0
6bceff04-b52a-4c1e-9540-83b606d13e80,635.1,27:06.0,Assam,Trusted,Others,max79@hdfcbank,1,0,2,73,0
bd8a0b27-603e-492e-90e9-76f530645fb5,16005.66,36:33.0,Bihar,Untrusted,Travel,suripavani@kotak,3,4,5,129,0
b26fab26-d977-45a1-bd94-4a4759fc781f,20509.18,14:33.0,Arunachal Pradesh,Untrusted,Electronics,tatasaanvi@icici,1,0,3,66,0
02743f72-b7c8-4a0c-863b-faeca16e5bd9,1339.67,56:16.0,Chhattisgarh,Trusted,Entertainment,triyatripathi@yesbank,3,0,0,46,0
7f11d9f7-3396-4e2f-a8bf-c67058c1caea,14546.54,12:10.0,Himachal Pradesh,Trusted,Healthcare,deshmukhvinaya@paytm,3,1,4,131,0
450708a9-8b47-40d9-9f79-5415e5e63bda,1244.99,08:35.0,West Bengal,Trusted,Grocery,baljiwan88@kotak,4,5,5,94,0
b57dfad0-ec03-4c76-ae35-9f7633a0d2a0,2190.93,20:04.0,Maharashtra,Trusted,Food,oscar52@kotak,2,3,5,146,0
5202fdef-66e5-4605-a937-d29178942182,19072.91,33:52.0,West Bengal,Untrusted,Travel,kaikanda@paytm,3,1,2,47,0
1f9bd34e-9c72-4ad3-9f54-1d4697ab2d9f,4002.41,27:06.0,Kerala,Untrusted,Electronics,rishi60@axisbank,3,5,5,122,0
8e8e7716-1e53-44e5-a2ae-997bc50eff6d,15131.8,16:13.0,Rajasthan,Trusted,Electronics,zbakshi@sbi,4,5,6,166,0
cb88289c-b32f-4749-8e6b-50a23c96f42c,14292.63,04:20.0,Tamil Nadu,Untrusted,Healthcare,upasnahegde@paytm,3,1,2,182,0
60c9e144-c071-4c50-bf56-496a7e4b76a8,9271.09,16:58.0,Manipur,Trusted,Others,varkeysaumya@sbi,1,3,6,42,0
d8bf51d6-cad4-4d10-8ce2-822a660e7234,12859.56,18:49.0,Himachal Pradesh,Untrusted,Healthcare,akshaybhandari@kotak,2,0,3,110,0
283a8685-a844-4b21-bdd8-41333a4e41a7,4940.23,28:49.0,West Bengal,Trusted,Grocery,rchaudry@paytm,3,2,4,81,0
a78c0d2d-ebd5-4759-a199-e918489f38b2,4259.94,29:29.0,Uttarakhand,Untrusted,Others,abdul86@icici,1,4,6,85,0
dcdad0eb-47c0-4fb2-8a13-d86940472302,2354.93,45:37.0,Assam,Untrusted,Utilities,chaitanyakalla@hdfcbank,3,4,6,56,0
4e643d59-355d-49c4-b989-c679ce0f6d45,4407.01,24:43.0,Manipur,Untrusted,Fashion,xpatla@hdfcbank,4,0,3,127,0
68355b1c-94a4-4231-9cf2-3963932e8c2a,1092.98,08:27.0,Uttarakhand,Trusted,Food,lallasathvik@icici,2,2,3,166,0
11909cfc-3c8f-4f7b-b5ad-0a4567b7d718,11750.15,57:32.0,Karnataka,Trusted,Healthcare,rastogijairaj@icici,4,4,5,59,0
9a273238-3857-4180-b242-311b6330bdc9,2220.05,33:52.0,Maharashtra,Trusted,Food,unnatitak@icici,4,1,3,144,0
6c4fbaed-42a8-4681-b5c8-9c83fa445fd9,38387.86,11:31.0,Kerala,Trusted,Education,sbalay@paytm,1,1,3,196,0
05723830-b630-4474-ac2b-4a8a94b4276e,1156.73,57:02.0,Tamil Nadu,Trusted,Food,kamya17@sbi,4,0,2,55,0
b658e93b-4469-4112-bf67-52c60835c742,4571.76,26:07.0,Telangana,Trusted,Fashion,solankibaljiwan@paytm,3,4,7,120,0
844f4a47-76c6-43ac-a7c6-227f35e090f5,19898.61,06:34.0,Jharkhand,Trusted,Electronics,ayushmangill@icici,2,3,3,55,0
942e5030-80be-4fed-8315-9ea0eaf51aaf,967.36,41:42.0,Uttar Pradesh,Untrusted,Utilities,abha29@sbi,1,2,3,38,0
e3e1c8c3-3618-4475-b19d-27c24a0fc982,8523.89,09:38.0,Sikkim,Trusted,Fashion,iryahora@yesbank,4,0,2,176,0
1bd2bdd0-3afb-4fad-b6c1-f3eb318771c4,3649.89,19:46.0,Odisha,Trusted,Travel,dalbirprashad@axisbank,4,0,3,146,0
13f14b6a-9fa0-46a6-b938-5a7397dc5619,456.82,30:25.0,Rajasthan,Untrusted,Entertainment,knaik@hdfcbank,3,5,6,135,0
e0614595-aa57-481c-8027-48a406932e83,49138.89,11:06.0,Uttar Pradesh,Trusted,Education,turvi86@yesbank,1,1,3,120,0
6933015c-074b-4fa2-bb18-3a50cf976f6a,14983.48,01:26.0,Madhya Pradesh,Trusted,Healthcare,khatribakhshi@icici,4,2,2,97,0
21c762d5-989c-4c06-a621-8adb2b24c1e0,2380.56,19:07.0,Chhattisgarh,Untrusted,Food,naidukaran@sbi,4,1,4,81,0
644a75a6-06b2-4245-ba50-813d229bd581,465.93,40:47.0,Uttar Pradesh,Trusted,Entertainment,ysinha@icici,1,3,3,165,0
bbd11159-cf68-4c1b-a314-5c42848319e3,4315.38,19:58.0,Telangana,Untrusted,Utilities,ymadan@hdfcbank,4,2,4,107,0
3305535b-28b7-4c7c-99bb-9c6c85d2e9fb,6262.69,20:49.0,Karnataka,Untrusted,Travel,lben@sbi,2,4,5,73,0
f2c63e61-a3be-45c6-8587-0d238aa692c0,9069.61,23:49.0,Punjab,Trusted,Others,bobaledhitha@axisbank,2,0,0,41,0
