amount,is_fraud,transaction_time,location,device_type,merchant_category,upi_id,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction
6597.05,0,2025-01-09 13:26:14,Kerala,Trusted,Others,madhav25@icici,3,3,8,197
9627.37,0,2025-02-08 04:36:55,Sikkim,Trusted,Others,fdora@icici,2,0,7,611
9280.11,0,2025-01-22 12:39:46,Bihar,Trusted,Food,ekaraj62@paytm,1,4,6,12
8581.3,0,2025-02-08 12:48:18,Jharkhand,Trusted,Fashion,bhattvictor@axisbank,2,0,10,64
5954.93,0,2025-02-07 23:49:59,Himachal Pradesh,Trusted,Travel,aggarwalgayathri@yesbank,2,1,11,979
6613.47,0,2025-01-27 06:33:02,Nagaland,Trusted,Fashion,pavanisule@kotak,1,3,12,532
9516.15,0,2025-01-26 15:16:04,Odisha,Trusted,Food,ccomar@sbi,1,2,4,537
9277.59,0,2025-02-09 13:06:20,Uttarakhand,Trusted,Others,jagatsamra@icici,3,4,7,83
6222.11,0,2025-01-02 21:43:54,Rajasthan,Trusted,Fashion,ymitra@yesbank,1,5,8,36
9796.29,0,2025-02-11 18:42:28,Mizoram,Trusted,Food,vinaya30@hdfcbank,2,2,10,171
433.89,0,2025-01-30 10:14:41,Gujarat,Trusted,Food,gunbirsarin@yesbank,3,2,4,582
8824.2,0,2025-03-01 11:19:31,Andhra Pradesh,Trusted,Others,anjali36@axisbank,3,3,11,799
2083.66,0,2025-01-25 18:36:53,Assam,Trusted,Others,jsodhi@sbi,3,3,4,691
4459.61,0,2025-02-11 03:07:55,Andhra Pradesh,Trusted,Electronics,hitesh28@paytm,2,4,4,50
2090.4,0,2025-02-12 14:54:09,Kerala,Trusted,Others,jbatta@paytm,3,4,7,954
1059.1,0,2025-01-16 08:43:49,Goa,Trusted,Others,shravya26@paytm,2,3,3,793
2450.9,0,2025-01-04 20:51:54,Rajasthan,Trusted,Electronics,frado49@hdfcbank,2,3,5,534
4082.81,0,2025-01-23 04:43:43,Odisha,Trusted,Others,ayaan78@icici,3,1,2,971
5670.63,0,2025-01-31 17:03:03,Manipur,Trusted,Electronics,mukhopadhyaygayathri@hdfcbank,1,0,7,957
3790.1,0,2025-01-28 19:22:28,Tripura,Trusted,Grocery,psankaran@axisbank,3,5,6,520
3328.07,0,2025-02-05 22:57:34,Mizoram,Trusted,Electronics,yastibadal@paytm,2,3,5,455
7007.42,0,2025-01-26 12:10:59,Meghalaya,Trusted,Food,indirakumar@paytm,2,3,11,566
8738.15,1,2025-02-16 23:48:17,Vijayawada,Trusted,Fashion,anthonyparmar@paytm,2,9,15,6
145.05,0,2025-01-10 12:52:31,Uttar Pradesh,Trusted,Travel,meghana90@icici,3,0,7,475
2934.66,0,2025-01-07 13:16:20,Kerala,Trusted,Food,dbalay@hdfcbank,3,0,1,270
6229.76,0,2025-02-24 11:02:31,Sikkim,Trusted,Electronics,vinayadeshmukh@paytm,3,1,11,481
8180.5,0,2025-01-12 08:17:13,Madhya Pradesh,Trusted,Food,veda86@paytm,3,1,1,934
2448.33,0,2025-02-19 08:56:05,Mizoram,Trusted,Others,jeet98@icici,3,4,10,315
1416.99,0,2025-01-11 01:15:20,Madhya Pradesh,Trusted,Food,ydyal@hdfcbank,1,2,3,86
7233.08,0,2025-01-15 00:52:56,Mizoram,Trusted,Fashion,bhattacharyyamanbir@axisbank,3,3,6,221
993.28,1,2025-01-25 10:53:04,Mangalore,Untrusted,Electronics,bailazaan@axisbank,5,15,18,38
972.05,0,2025-02-15 09:06:00,Madhya Pradesh,Trusted,Travel,yperi@hdfcbank,1,2,5,113
622.61,0,2025-01-14 14:53:22,Meghalaya,Trusted,Fashion,doragabriel@icici,2,0,6,359
4935.95,1,2025-03-02 06:51:33,Shivpuri,Trusted,Electronics,cdhingra@axisbank,10,15,18,10
8099.39,0,2025-01-09 23:48:45,Goa,Trusted,Fashion,fradobajwa@sbi,2,1,1,741
3602.57,0,2025-02-18 09:23:09,Kerala,Trusted,Grocery,guhapranav@kotak,1,1,11,918
2025.29,1,2025-01-18 09:40:06,Bijapur,Untrusted,Electronics,advay85@icici,1,9,9,55
1062.7,0,2025-02-16 01:32:44,Assam,Trusted,Food,ekbaldey@hdfcbank,1,5,8,245
8519.77,0,2025-01-28 12:40:04,Uttar Pradesh,Trusted,Electronics,leela83@hdfcbank,1,4,9,637
9284.15,0,2025-02-26 05:48:20,Telangana,Trusted,Grocery,agastyapillai@yesbank,2,1,4,806
9706.22,0,2025-02-14 22:02:24,Tripura,Trusted,Electronics,vasafaqid@icici,1,4,9,940
7279.72,0,2025-01-27 07:07:52,Jharkhand,Trusted,Travel,kumarsaumya@sbi,2,3,10,863
6077.53,0,2025-01-02 19:42:28,Odisha,Trusted,Fashion,prakashchristopher@sbi,1,5,10,379
4829.79,0,2025-03-04 11:03:32,Karnataka,Trusted,Grocery,manan03@yesbank,1,5,13,132
9387.84,0,2025-01-20 11:45:12,Uttar Pradesh,Trusted,Fashion,smody@sbi,2,2,4,434
1507.6,0,2025-01-28 17:23:33,Karnataka,Trusted,Fashion,bosevinaya@paytm,2,5,8,754
6703.16,0,2025-02-04 14:10:30,Haryana,Trusted,Food,bahrisara@icici,2,5,8,407
840.41,0,2025-01-15 00:08:04,Uttarakhand,Trusted,Fashion,zinal88@icici,1,5,5,318
8657.84,0,2025-01-26 11:58:39,Arunachal Pradesh,Trusted,Others,janani26@axisbank,3,5,6,777
2097.68,0,2025-03-03 21:15:10,Assam,Trusted,Food,hguha@paytm,1,2,8,787
1101.4,0,2025-03-04 17:45:51,Mizoram,Trusted,Travel,qchad@hdfcbank,1,4,6,56
9610.41,1,2025-02-26 07:36:37,Bikaner,Trusted,Grocery,hardiksha@icici,8,15,21,8
332.25,0,2025-01-26 16:27:07,Jharkhand,Trusted,Food,watika72@axisbank,2,5,11,174
1447.53,0,2025-02-14 19:24:39,Haryana,Trusted,Fashion,isaraf@icici,3,1,6,700
7564.94,0,2025-01-24 03:54:29,Andhra Pradesh,Trusted,Others,zshankar@icici,2,4,13,145
308.76,0,2025-02-22 16:47:46,Tripura,Trusted,Travel,zdeep@sbi,3,3,12,923
1656.27,0,2025-01-24 19:17:42,Haryana,Trusted,Travel,ymani@axisbank,3,0,7,698
979.83,0,2025-01-20 07:29:54,Mizoram,Trusted,Travel,zjani@sbi,2,2,11,417
3587.81,0,2025-03-03 23:01:34,Tripura,Trusted,Fashion,davidram@paytm,2,5,6,118
218.86,0,2025-02-06 18:53:46,West Bengal,Trusted,Others,krai@kotak,3,0,2,143
9118.6,0,2025-02-22 17:19:29,Goa,Trusted,Electronics,indira88@hdfcbank,3,0,1,80
7822.88,0,2025-02-24 05:03:55,West Bengal,Trusted,Fashion,reddykrishna@hdfcbank,3,5,9,128
6834.44,0,2025-02-12 02:05:45,Arunachal Pradesh,Trusted,Grocery,ekavir67@sbi,3,5,15,828
1038.35,0,2025-01-29 06:46:35,Arunachal Pradesh,Trusted,Grocery,dasslajita@paytm,3,4,10,671
917.77,0,2025-01-09 09:30:01,Mizoram,Trusted,Fashion,vgade@yesbank,3,0,0,231
5336.19,0,2025-01-21 12:54:35,Tamil Nadu,Trusted,Grocery,vaishnavi99@kotak,3,4,4,576
696.83,0,2025-02-07 03:52:25,Tamil Nadu,Trusted,Fashion,lajita66@icici,3,5,7,506
4012.61,0,2025-02-26 05:48:03,Haryana,Trusted,Others,fariqkibe@hdfcbank,2,2,5,927
106.33,0,2025-02-01 07:42:13,Manipur,Trusted,Electronics,shethjai@icici,1,4,11,898
4093.97,0,2025-01-29 20:44:34,Telangana,Trusted,Others,murtyyagnesh@icici,3,1,10,281
8696.06,0,2025-02-06 22:53:33,Bihar,Trusted,Grocery,anita44@kotak,1,1,2,130
1248.86,0,2025-01-18 19:57:34,Goa,Trusted,Food,goelzayyan@hdfcbank,3,0,0,680
9973.52,0,2025-02-26 21:59:21,Uttar Pradesh,Trusted,Electronics,sudiksha04@kotak,1,2,8,881
5206.31,0,2025-02-18 05:13:57,Madhya Pradesh,Trusted,Food,varmakrish@kotak,2,0,6,912
567.31,0,2025-01-06 08:42:54,Maharashtra,Trusted,Others,kundaadvika@hdfcbank,2,1,7,449
8887.61,0,2025-02-12 20:57:46,Jharkhand,Trusted,Travel,hemal12@kotak,3,3,6,667
9578.8,0,2025-01-01 03:20:33,Nagaland,Trusted,Electronics,panchallopa@icici,3,1,2,127
1437.17,0,2025-02-10 16:23:18,Meghalaya,Trusted,Grocery,binapadmanabhan@sbi,2,3,13,153
7562.99,0,2025-01-01 06:40:42,Uttar Pradesh,Trusted,Food,yachana13@kotak,1,2,6,987
7931.88,0,2025-02-19 05:21:51,Tamil Nadu,Trusted,Travel,gravi@axisbank,2,0,5,41
7025.96,0,2025-02-18 04:29:52,Sikkim,Trusted,Travel,senguptaethan@icici,2,1,6,114
1901.74,0,2025-02-25 16:58:28,Nagaland,Trusted,Travel,yauvanidey@paytm,3,4,13,365
2500.12,0,2025-01-11 18:12:48,Uttarakhand,Trusted,Fashion,baghyawatisheth@yesbank,2,5,12,928
4792.94,0,2025-02-01 05:34:00,Haryana,Trusted,Travel,bahadurjit99@yesbank,2,3,5,989
4514.89,0,2025-02-01 10:25:42,Nagaland,Trusted,Travel,dharanya@paytm,3,4,14,275
6596.68,0,2025-02-16 17:23:02,Bihar,Trusted,Travel,nsaran@yesbank,1,3,8,149
8316.56,0,2025-02-20 01:47:22,Tripura,Trusted,Travel,shivanshdeshpande@sbi,1,4,13,613
2549.45,0,2025-01-03 20:07:44,Odisha,Trusted,Fashion,ptailor@yesbank,3,5,8,483
3661.02,0,2025-01-07 23:55:02,Nagaland,Trusted,Others,xray@axisbank,3,5,5,262
1336.9,0,2025-02-27 00:13:19,Jharkhand,Trusted,Fashion,jpalla@paytm,2,3,9,65
2851.25,0,2025-01-13 23:15:30,Nagaland,Trusted,Others,rchopra@hdfcbank,3,5,12,683
1188.92,0,2025-01-03 08:30:36,Himachal Pradesh,Trusted,Electronics,apalan@paytm,3,4,11,801
9083.37,1,2025-02-28 11:31:26,Gorakhpur,Trusted,Travel,vasana33@axisbank,9,15,16,43
2565.3,0,2025-01-21 05:49:15,Madhya Pradesh,Trusted,Food,npau@yesbank,2,5,12,798
998.5,0,2025-02-05 03:53:53,Uttar Pradesh,Trusted,Others,abeerramaswamy@yesbank,2,2,7,883
5943.92,0,2025-01-27 18:47:33,Haryana,Trusted,Electronics,ektagrover@kotak,3,2,10,522
2009.27,0,2025-02-27 04:31:35,Chhattisgarh,Trusted,Fashion,charita41@paytm,1,1,9,796
9533.64,0,2025-01-01 06:53:28,Nagaland,Trusted,Travel,fdewan@paytm,2,0,9,1000
7928.55,0,2025-02-04 00:54:58,Meghalaya,Trusted,Food,kyadav@axisbank,1,1,7,816
5073.19,0,2025-01-05 02:31:28,Assam,Trusted,Electronics,jacksonchana@icici,1,1,1,496
3475.3,0,2025-01-13 04:18:03,Assam,Trusted,Fashion,chandertejas@kotak,3,4,5,36
6856.84,0,2025-03-05 05:43:58,Tripura,Trusted,Fashion,kantxiti@paytm,3,2,9,230
8017.44,0,2025-02-24 07:11:17,Madhya Pradesh,Trusted,Travel,bsahota@kotak,1,2,11,771
1690.12,0,2025-03-04 18:51:56,Goa,Trusted,Electronics,fseshadri@hdfcbank,1,5,14,190
5921.4,0,2025-01-29 08:31:43,Haryana,Trusted,Food,brijeshthakkar@icici,3,2,2,765
1430.44,0,2025-01-29 22:19:09,Punjab,Trusted,Others,fraju@sbi,1,0,7,588
5516.21,0,2025-02-19 15:51:27,Haryana,Trusted,Travel,charvi36@paytm,2,1,5,80
829.7,0,2025-02-10 19:58:05,Manipur,Trusted,Fashion,qarinsetty@hdfcbank,3,4,5,510
5178.1,0,2025-01-22 01:29:36,Rajasthan,Trusted,Food,vrittimore@paytm,3,1,7,973
2886.07,0,2025-02-05 16:05:36,Punjab,Trusted,Grocery,bmitra@icici,2,1,1,292
7494.1,0,2025-02-07 17:29:49,Himachal Pradesh,Trusted,Grocery,anjalichhabra@kotak,3,1,10,845
4538.45,0,2025-02-24 09:27:39,Assam,Trusted,Grocery,lbir@paytm,3,5,7,899
3062.43,0,2025-01-04 15:18:52,Uttarakhand,Trusted,Travel,hamsiniloyal@hdfcbank,1,2,3,673
1830.31,0,2025-02-06 01:59:41,Odisha,Trusted,Fashion,ranbirsuri@axisbank,3,3,6,500
8903.75,0,2025-01-13 09:15:44,Bihar,Trusted,Others,dchacko@icici,1,1,2,200
2974.01,0,2025-02-06 03:57:56,Gujarat,Trusted,Electronics,imanne@sbi,1,1,1,371
3932.27,0,2025-01-21 14:57:58,Punjab,Trusted,Grocery,rachita53@kotak,3,5,14,91
3090.89,0,2025-02-28 14:30:06,Haryana,Trusted,Fashion,ozawarda@hdfcbank,3,2,10,525
9753.59,0,2025-02-24 09:46:58,Uttarakhand,Trusted,Travel,shivansh85@yesbank,2,1,3,846
549.02,0,2025-02-03 23:16:17,Goa,Trusted,Electronics,baljiwandevan@icici,1,4,10,390
1902.59,0,2025-01-01 07:46:08,Himachal Pradesh,Trusted,Others,ikohli@sbi,1,5,5,663
2927.39,1,2025-01-20 07:00:55,Jalna,Trusted,Food,zchauhan@axisbank,8,18,25,58
680.44,0,2025-03-01 17:46:42,Tamil Nadu,Trusted,Grocery,wghose@hdfcbank,3,3,12,961
7190.92,0,2025-01-02 10:15:17,Karnataka,Trusted,Grocery,qbhasin@hdfcbank,2,5,8,315
2225.66,0,2025-02-13 04:23:24,Tripura,Trusted,Travel,zmagar@hdfcbank,2,2,4,978
9379.5,0,2025-02-19 14:09:28,Punjab,Trusted,Travel,udantdalal@yesbank,1,5,5,241
4833.17,0,2025-01-31 02:11:49,Tripura,Trusted,Others,pahal38@icici,3,5,10,928
8041.24,0,2025-01-19 15:03:18,Sikkim,Trusted,Others,nganguly@hdfcbank,2,4,8,403
5185.23,0,2025-01-28 17:25:33,Arunachal Pradesh,Trusted,Others,sai93@axisbank,2,5,6,98
9411.52,0,2025-02-13 19:02:43,Haryana,Trusted,Food,fsaraf@hdfcbank,1,3,12,409
9916.37,0,2025-02-11 06:31:37,Assam,Trusted,Electronics,gollalila@yesbank,2,1,1,892
2678.97,1,2025-02-22 03:53:32,Etawah,Trusted,Grocery,anthonywalla@sbi,1,19,26,50
6996.72,0,2025-02-11 05:15:10,Tripura,Trusted,Others,nidhibava@yesbank,3,3,7,688
2647.41,1,2025-01-20 08:58:15,Tiruchirappalli,Untrusted,Fashion,patrickkale@paytm,9,12,17,59
36.95,0,2025-01-06 20:56:51,Punjab,Trusted,Food,balanvidhi@hdfcbank,3,0,6,339
2210.16,0,2025-02-15 15:35:58,Arunachal Pradesh,Trusted,Others,chandani67@hdfcbank,3,1,7,445
6347.59,0,2025-02-04 01:33:13,Odisha,Trusted,Travel,mviswanathan@axisbank,3,1,7,665
2067.26,0,2025-02-20 22:24:44,Andhra Pradesh,Trusted,Others,atidoshi@yesbank,2,0,7,590
5432.21,0,2025-02-26 17:37:15,Assam,Trusted,Travel,raowarinder@kotak,1,3,9,801
7794.92,0,2025-02-02 09:28:11,Uttar Pradesh,Trusted,Food,jbuch@axisbank,3,2,10,951
7656.8,0,2025-01-18 00:58:13,Arunachal Pradesh,Trusted,Food,priyanadig@hdfcbank,1,5,8,611
6936.64,0,2025-01-28 13:58:48,Maharashtra,Trusted,Grocery,agarwalbalvan@kotak,1,1,3,692
1559.58,0,2025-03-02 17:27:14,Jharkhand,Trusted,Fashion,qvaidya@sbi,2,2,8,416
2615.55,0,2025-01-09 14:36:27,Mizoram,Trusted,Electronics,bansalcharvi@yesbank,1,0,1,765
8714.24,0,2025-01-27 23:57:25,West Bengal,Trusted,Grocery,babuzashil@yesbank,2,5,11,345
7426.23,1,2025-02-08 09:34:48,Medininagar,Untrusted,Grocery,pushtideep@paytm,4,7,11,36
7445.34,0,2025-02-13 11:27:06,Rajasthan,Trusted,Others,lavanyasampath@sbi,1,4,6,728
9244.64,0,2025-01-02 02:35:18,Punjab,Trusted,Travel,manthanvohra@yesbank,2,4,6,697
5754.52,0,2025-02-08 09:47:05,Telangana,Trusted,Others,sarinunni@yesbank,2,5,14,678
9996.6,0,2025-01-22 20:58:54,Karnataka,Trusted,Electronics,rushilchaudhuri@paytm,2,0,0,271
5981.43,0,2025-01-27 23:41:22,Arunachal Pradesh,Trusted,Food,fbalakrishnan@axisbank,1,1,9,143
4709.64,0,2025-02-23 21:30:26,Rajasthan,Trusted,Grocery,vaidyarishi@hdfcbank,3,0,1,739
109.54,0,2025-01-13 23:03:52,Manipur,Trusted,Food,olala@hdfcbank,3,0,10,874
4887.69,0,2025-01-23 11:36:45,Odisha,Trusted,Grocery,sanibanjeet@axisbank,1,3,4,219
1177.22,0,2025-01-09 23:19:05,Odisha,Trusted,Others,gnatarajan@hdfcbank,2,1,1,399
5534.92,0,2025-01-22 20:33:02,Chhattisgarh,Trusted,Grocery,gchokshi@sbi,1,4,12,335
9432.89,0,2025-02-19 06:39:11,Tripura,Trusted,Food,fthakkar@yesbank,2,5,13,293
4360.17,0,2025-01-24 06:08:01,Karnataka,Trusted,Travel,parekhgarima@hdfcbank,2,1,9,456
152.22,0,2025-01-03 18:41:06,Haryana,Trusted,Electronics,sathefrederick@paytm,2,1,11,765
8755.31,0,2025-02-09 21:35:19,Madhya Pradesh,Trusted,Food,lohitgoel@yesbank,1,1,6,739
738.97,0,2025-02-20 23:41:41,Assam,Trusted,Travel,borraoeshi@icici,2,3,10,835
1766.02,0,2025-01-24 22:30:11,Karnataka,Trusted,Travel,tsankar@hdfcbank,2,3,11,361
3965.68,0,2025-02-01 02:13:07,Chhattisgarh,Trusted,Food,aachaldada@hdfcbank,3,3,12,532
2717.87,0,2025-03-01 23:51:50,Mizoram,Trusted,Travel,urvidey@kotak,3,3,8,823
8421.81,0,2025-01-28 11:55:52,Tripura,Trusted,Grocery,balendraamble@sbi,1,2,7,875
918.15,0,2025-02-18 15:15:56,Maharashtra,Trusted,Grocery,falak66@axisbank,3,2,3,444
9264.32,0,2025-02-14 13:50:17,Jharkhand,Trusted,Travel,charvi66@sbi,1,5,11,211
2421.24,0,2025-01-10 02:41:53,Uttar Pradesh,Trusted,Electronics,edhitha66@yesbank,2,4,8,334
6492.64,0,2025-03-03 17:18:22,Rajasthan,Trusted,Others,sahotabhavani@hdfcbank,3,4,11,48
314.26,0,2025-01-03 00:04:47,Punjab,Trusted,Food,fsankaran@paytm,3,1,4,341
1392.28,0,2025-02-10 20:20:48,Arunachal Pradesh,Trusted,Grocery,bhattsai@sbi,1,4,8,999
9276.93,0,2025-02-10 06:36:42,Sikkim,Trusted,Travel,saibedi@kotak,2,4,8,323
1597.96,0,2025-02-14 02:21:58,Karnataka,Trusted,Travel,xavier91@hdfcbank,3,2,12,926
654.7,0,2025-02-01 18:57:48,Tripura,Trusted,Food,iralall@kotak,1,5,11,826
3029.2,0,2025-02-10 18:16:03,Tamil Nadu,Trusted,Grocery,kbassi@icici,1,5,9,321
2978.83,0,2025-02-06 11:02:53,Andhra Pradesh,Trusted,Electronics,harinakshinigam@icici,2,5,12,410
4743.57,0,2025-01-14 17:38:58,Haryana,Trusted,Others,duttwridesh@axisbank,1,3,5,325
8398.33,0,2025-02-18 11:00:42,Uttarakhand,Trusted,Fashion,senguptaganga@yesbank,2,2,3,430
4583.06,0,2025-02-10 09:57:34,Assam,Trusted,Fashion,dalbirbassi@yesbank,1,5,5,866
3811.97,0,2025-01-01 15:04:07,Assam,Trusted,Electronics,savantmaanas@sbi,2,2,8,246
8714.57,0,2025-01-30 20:57:37,Rajasthan,Trusted,Others,mugdha35@yesbank,2,1,2,253
6046.16,0,2025-02-22 15:58:21,Sikkim,Trusted,Travel,hardik25@hdfcbank,2,5,7,941
2129.25,0,2025-01-25 14:17:16,Himachal Pradesh,Trusted,Electronics,kallamegha@sbi,2,0,1,731
227.5,0,2025-02-06 09:38:55,Andhra Pradesh,Trusted,Others,warhimallick@kotak,3,0,5,789
697.81,0,2025-02-26 02:06:21,Haryana,Trusted,Food,nathaniel92@paytm,3,2,6,55
7648.78,0,2025-02-25 05:55:20,Bihar,Trusted,Grocery,upmamisra@icici,3,2,2,187
4094.22,0,2025-02-27 09:26:58,Karnataka,Trusted,Travel,vedika31@sbi,1,0,1,463
6320.99,0,2025-01-24 20:15:02,Himachal Pradesh,Trusted,Electronics,neelima95@kotak,2,5,12,627
4691.71,0,2025-01-03 14:23:30,Assam,Trusted,Grocery,bbhatt@yesbank,1,3,4,960
4655.66,0,2025-01-12 16:24:51,Andhra Pradesh,Trusted,Electronics,charvi50@axisbank,2,2,12,332
994.07,0,2025-03-02 20:02:08,Punjab,Trusted,Others,bthaman@kotak,1,5,8,889
1721.9,0,2025-02-03 02:39:36,Assam,Trusted,Others,zthakkar@hdfcbank,1,2,5,655
599.85,0,2025-01-12 19:28:33,Gujarat,Trusted,Electronics,anshthakur@paytm,2,2,6,18
8144.63,0,2025-02-11 20:34:51,Uttar Pradesh,Trusted,Food,bachittarjha@kotak,2,1,7,947
7598.42,0,2025-01-04 21:04:09,Maharashtra,Trusted,Others,vanyaparekh@icici,3,3,5,479
5084.64,0,2025-01-14 07:58:07,Himachal Pradesh,Trusted,Others,gnair@icici,2,3,12,915
5572.82,0,2025-01-17 06:06:59,Kerala,Trusted,Travel,badalojas@icici,2,0,5,236
240.6,0,2025-01-17 17:31:17,Jharkhand,Trusted,Fashion,wbains@sbi,2,1,9,974
8422.0,0,2025-02-10 23:33:02,Gujarat,Trusted,Food,gaurangbail@hdfcbank,2,5,6,677
3901.94,0,2025-02-17 20:23:26,Tamil Nadu,Trusted,Grocery,advay54@sbi,1,4,12,834
7272.35,1,2025-02-02 08:00:43,Raipur,Trusted,Food,daniel01@kotak,1,6,16,52
4850.71,0,2025-01-08 20:03:20,Tamil Nadu,Trusted,Food,igrover@yesbank,1,1,5,836
5438.58,0,2025-02-15 21:17:00,Uttarakhand,Trusted,Food,saanvi87@kotak,2,2,10,554
109.78,0,2025-01-21 15:37:49,Chhattisgarh,Trusted,Others,shachaaya@paytm,1,0,6,734
4984.92,0,2025-02-01 20:15:14,Arunachal Pradesh,Trusted,Food,kgandhi@yesbank,3,1,6,524
3843.4,0,2025-01-16 06:46:10,Nagaland,Trusted,Others,meghanasethi@kotak,2,4,8,734
5219.17,0,2025-01-19 01:51:30,Kerala,Trusted,Grocery,bhavikasaran@sbi,1,3,10,788
7398.24,0,2025-01-01 11:24:28,Mizoram,Trusted,Travel,oni29@icici,2,2,2,172
1037.63,0,2025-02-02 01:08:51,West Bengal,Trusted,Electronics,upma13@kotak,2,5,9,344
7993.45,0,2025-01-02 18:20:12,Uttar Pradesh,Trusted,Travel,vidhi12@axisbank,3,5,6,976
4169.65,0,2025-01-11 04:49:34,Goa,Trusted,Food,nmital@sbi,2,2,10,262
4127.12,0,2025-01-03 21:01:38,Gujarat,Trusted,Travel,pdate@paytm,1,3,12,730
5219.64,0,2025-03-04 07:38:24,Andhra Pradesh,Trusted,Food,siyapau@sbi,3,5,7,923
8177.94,0,2025-02-17 07:59:14,Haryana,Trusted,Fashion,lissac@axisbank,2,1,10,231
5543.4,0,2025-01-09 15:06:11,Jharkhand,Trusted,Electronics,lpanchal@axisbank,3,2,2,512
2335.86,0,2025-01-04 02:56:28,Jharkhand,Trusted,Electronics,ayushrege@axisbank,2,0,4,278
6744.2,0,2025-02-26 04:18:38,Uttar Pradesh,Trusted,Others,balasubramanianvictor@hdfcbank,3,1,3,412
9957.0,0,2025-03-03 03:03:04,West Bengal,Trusted,Electronics,iryabhavsar@paytm,1,4,10,152
4805.7,0,2025-02-24 00:37:04,Tripura,Trusted,Fashion,aarnav24@kotak,3,5,9,442
4121.48,0,2025-02-27 20:20:57,Goa,Trusted,Others,azaan14@hdfcbank,2,2,10,521
4594.92,0,2025-01-07 04:38:22,West Bengal,Trusted,Others,twason@axisbank,2,3,4,817
2579.78,0,2025-01-10 16:09:54,Telangana,Trusted,Fashion,bansalnetra@yesbank,2,1,7,56
7492.08,0,2025-01-01 01:54:45,Tamil Nadu,Trusted,Travel,wahabbasu@yesbank,2,0,4,502
5069.07,0,2025-01-17 12:38:14,Goa,Trusted,Fashion,harinakshi79@axisbank,1,4,12,26
699.16,0,2025-02-04 08:17:10,Gujarat,Trusted,Electronics,sathvik30@sbi,1,4,13,251
2776.58,0,2025-02-19 06:31:33,Himachal Pradesh,Trusted,Travel,chamanwarrior@paytm,2,5,11,738
1386.5,1,2025-01-06 22:50:08,Thiruvananthapuram,Trusted,Travel,imani@axisbank,7,9,18,16
