amount,is_fraud,transaction_time,location,device_type,merchant_category,upi_id,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction
6357.45,0,07-01-2025 04:13,Telangana,Trusted,Grocery,manya66@sbi,1,4,9,98
1270.35,0,06-01-2025 20:04,West Bengal,Trusted,Travel,anjalichokshi@sbi,1,2,3,29
2557.22,0,23-01-2025 04:08,Himachal Pradesh,Trusted,Travel,borakamya@yesbank,2,1,10,94
648.15,0,18-01-2025 14:53,Bihar,Trusted,Electronics,avig@axisbank,3,5,15,78
9742.11,0,08-01-2025 09:42,Bihar,Trusted,Others,suleirya@icici,3,1,5,49
8444.65,0,07-01-2025 09:12,Sikkim,Trusted,Electronics,patrick35@paytm,2,1,1,11
7998.87,0,18-01-2025 00:56,Meghalaya,Trusted,Fashion,fsabharwal@icici,2,0,4,97
5593.56,0,17-01-2025 22:04,Arunachal Pradesh,Trusted,Food,tkrish@yesbank,1,2,4,60
3875.53,0,22-01-2025 20:43,Manipur,Trusted,Electronics,ezacharia@icici,1,3,12,17
371.53,0,07-01-2025 13:19,Andhra Pradesh,Trusted,Others,lila45@kotak,1,2,5,30
7038.76,0,20-01-2025 20:20,Punjab,Trusted,Food,amalhotra@yesbank,1,3,12,68
1047,0,12-01-2025 06:53,Andhra Pradesh,Trusted,Fashion,rudrabaral@icici,2,1,9,16
1355.52,0,08-01-2025 06:51,Mizoram,Trusted,Fashion,okumer@sbi,2,3,4,26
923.32,0,03-01-2025 13:58,Odisha,Trusted,Grocery,fitan40@hdfcbank,3,5,11,82
6271.78,0,11-01-2025 17:13,West Bengal,Trusted,Electronics,hchoudhry@paytm,1,2,11,42
2155.45,0,12-01-2025 05:15,Sikkim,Trusted,Travel,shanamrita@kotak,1,1,8,66
2855.26,0,02-01-2025 02:04,Punjab,Trusted,Food,cchaudhary@paytm,1,2,5,28
4652.57,1,14-01-2025 05:42,Hosur,Untrusted,Food,deshmukhyoshita@kotak,10,8,11,10
8051.62,0,03-01-2025 09:39,Tamil Nadu,Trusted,Electronics,quincy12@axisbank,3,1,11,88
2097.57,0,14-01-2025 17:23,Madhya Pradesh,Trusted,Travel,karandani@icici,3,4,11,58
7934.72,0,24-01-2025 02:55,Uttarakhand,Trusted,Others,tanvi28@paytm,2,3,12,98
4444.51,0,04-01-2025 04:39,Sikkim,Trusted,Others,butalaishaan@axisbank,2,5,15,23
9902.91,0,21-01-2025 04:51,Uttarakhand,Trusted,Others,pooja75@sbi,3,4,14,91
6574.41,0,03-01-2025 06:23,Odisha,Trusted,Fashion,tristanshanker@axisbank,3,3,9,49
3482.87,0,15-01-2025 12:50,Rajasthan,Trusted,Grocery,shroffnandini@icici,3,3,7,60
919.8,0,14-01-2025 14:16,Karnataka,Trusted,Grocery,libnisharma@sbi,1,4,10,70
6322.1,0,08-01-2025 06:54,Sikkim,Trusted,Fashion,nilima21@icici,1,1,11,85
5792.72,1,04-01-2025 02:15,Pudukkottai,Untrusted,Travel,yatinkapadia@axisbank,7,7,16,9
920.93,0,11-01-2025 08:05,Odisha,Trusted,Electronics,gmitra@yesbank,3,4,5,23
5496.76,0,13-01-2025 10:17,Madhya Pradesh,Trusted,Grocery,gautamikapoor@yesbank,2,4,14,58
531,0,11-01-2025 03:25,Telangana,Trusted,Grocery,psamra@paytm,3,3,3,83
1795.01,0,02-01-2025 19:07,Kerala,Trusted,Grocery,dayita60@paytm,2,4,6,28
3814.85,0,20-01-2025 15:20,Andhra Pradesh,Trusted,Electronics,christopherdeol@icici,2,4,14,75
4922.25,0,19-01-2025 14:41,Uttarakhand,Trusted,Grocery,varughesesamarth@hdfcbank,2,1,9,31
9743.28,0,15-01-2025 03:44,Himachal Pradesh,Trusted,Travel,olivergupta@sbi,1,1,2,81
2130.83,0,14-01-2025 07:31,Tamil Nadu,Trusted,Grocery,ekajadugar@axisbank,2,3,4,18
1812.84,0,06-01-2025 19:57,Sikkim,Trusted,Food,isha94@sbi,2,2,4,44
7420.81,0,18-01-2025 11:06,Punjab,Trusted,Grocery,yoshita37@hdfcbank,1,1,5,46
5223.3,0,10-01-2025 03:45,Nagaland,Trusted,Others,zaitramadan@axisbank,1,4,11,27
4538.79,0,23-01-2025 00:33,Telangana,Trusted,Fashion,palankrish@paytm,1,2,9,42
6731.8,0,01-01-2025 12:20,Telangana,Trusted,Travel,hiral02@sbi,2,2,6,94
1572.45,0,12-01-2025 09:34,Arunachal Pradesh,Trusted,Others,lalabrijesh@kotak,1,5,12,89
3783.11,0,21-01-2025 07:02,Arunachal Pradesh,Trusted,Others,nayakrajata@yesbank,1,1,3,61
8592.83,0,22-01-2025 05:05,Kerala,Trusted,Grocery,dbhatnagar@yesbank,1,5,10,95
6157.25,0,15-01-2025 12:45,Karnataka,Trusted,Electronics,beralila@sbi,2,4,10,85
9379.96,0,22-01-2025 18:05,Andhra Pradesh,Trusted,Electronics,vigsachi@sbi,2,5,10,42
2316.51,0,06-01-2025 12:24,Odisha,Trusted,Food,fvenkatesh@kotak,2,5,13,71
4992.28,0,17-01-2025 21:24,Tamil Nadu,Trusted,Electronics,nagarajanyatan@hdfcbank,2,0,1,16
9294.82,0,02-01-2025 13:57,Madhya Pradesh,Trusted,Food,vtalwar@sbi,2,0,0,66
6897.17,0,03-01-2025 07:08,Punjab,Trusted,Electronics,sharmamegha@hdfcbank,1,0,4,37
95.58,0,12-01-2025 01:11,Telangana,Trusted,Others,dasswatika@yesbank,2,0,5,35
8369.38,0,06-01-2025 11:53,Sikkim,Trusted,Others,pratyushminhas@kotak,2,1,6,43
3425.88,0,02-01-2025 03:30,Arunachal Pradesh,Trusted,Food,iravel@kotak,3,1,4,99
6931.87,0,12-01-2025 17:51,Andhra Pradesh,Trusted,Fashion,usharma@hdfcbank,1,5,12,96
2923.04,0,09-01-2025 15:26,Uttarakhand,Trusted,Fashion,desaiekaja@kotak,2,2,11,72
2774.66,0,08-01-2025 13:03,Karnataka,Trusted,Grocery,gchawla@sbi,2,0,2,65
5426.92,0,08-01-2025 06:43,Karnataka,Trusted,Fashion,bhatranbir@icici,2,4,4,53
9896.13,0,01-01-2025 10:49,Nagaland,Trusted,Others,nathanielagate@axisbank,2,5,11,35
3758.84,0,14-01-2025 00:27,Haryana,Trusted,Travel,chandresh03@kotak,1,1,1,29
4422.45,0,23-01-2025 08:54,Meghalaya,Trusted,Fashion,hredhaanmammen@icici,1,5,7,15
5479.59,0,16-01-2025 09:37,Kerala,Trusted,Food,yutika65@kotak,2,0,8,31
9965.61,0,02-01-2025 01:09,Assam,Trusted,Grocery,qdeshmukh@axisbank,1,0,5,57
7584.49,0,19-01-2025 00:43,Uttarakhand,Trusted,Grocery,luke67@hdfcbank,1,5,8,69
6257.81,0,21-01-2025 00:13,Assam,Trusted,Electronics,ganeshakshay@paytm,3,0,0,43
2690.05,0,09-01-2025 01:59,Haryana,Trusted,Electronics,christopherbala@icici,2,2,11,94
3994.48,0,01-01-2025 18:26,Bihar,Trusted,Electronics,pandeyxalak@axisbank,3,4,14,99
6503.58,0,22-01-2025 05:26,Mizoram,Trusted,Electronics,sara38@yesbank,3,3,10,55
9967.63,0,18-01-2025 23:26,Meghalaya,Trusted,Food,sai08@yesbank,3,1,4,95
37.16,0,02-01-2025 16:33,Karnataka,Trusted,Fashion,frado59@sbi,1,1,5,97
1488.18,0,18-01-2025 04:49,Bihar,Trusted,Fashion,orindershetty@hdfcbank,2,5,13,66
2810.8,0,22-01-2025 14:31,Haryana,Trusted,Grocery,kapooranika@yesbank,1,3,12,63
2732.73,0,17-01-2025 18:34,Madhya Pradesh,Trusted,Electronics,virajnatarajan@sbi,3,5,6,80
6238.85,0,22-01-2025 02:03,Bihar,Trusted,Food,charvi65@hdfcbank,3,5,12,62
7863.4,0,01-01-2025 17:52,Madhya Pradesh,Trusted,Fashion,mannantara@icici,1,1,9,94
564.15,0,19-01-2025 13:56,Assam,Trusted,Travel,auroraarin@hdfcbank,1,4,8,23
3118.19,0,08-01-2025 03:16,Tamil Nadu,Trusted,Electronics,gdasgupta@icici,1,5,9,21
9000.66,0,10-01-2025 17:24,Bihar,Trusted,Others,isaactank@icici,1,3,13,49
2146.23,0,16-01-2025 19:18,Karnataka,Trusted,Others,upasna33@hdfcbank,1,2,9,36
143.23,0,10-01-2025 06:16,Telangana,Trusted,Electronics,qsarraf@sbi,2,1,7,87
320.85,0,02-01-2025 07:34,Arunachal Pradesh,Trusted,Others,thakkarurishilla@kotak,2,1,5,55
26.09,0,16-01-2025 17:25,Chhattisgarh,Trusted,Travel,girikahuja@kotak,3,0,4,80
5268.34,0,18-01-2025 13:22,Odisha,Trusted,Travel,hmurty@axisbank,2,4,13,23
9156.66,0,06-01-2025 03:35,Haryana,Trusted,Electronics,qchowdhury@hdfcbank,3,2,5,77
9141.96,0,19-01-2025 03:18,Assam,Trusted,Food,skade@axisbank,3,3,6,82
4722.55,0,20-01-2025 13:17,Maharashtra,Trusted,Travel,neha47@hdfcbank,1,5,13,35
2504.31,0,03-01-2025 20:48,Chhattisgarh,Trusted,Travel,tankdominic@sbi,2,0,2,69
5653.66,0,11-01-2025 19:53,West Bengal,Trusted,Others,yagneshdhar@axisbank,2,3,3,68
2525.3,0,07-01-2025 05:33,Punjab,Trusted,Fashion,niharika04@paytm,1,3,4,35
8422.76,0,01-01-2025 07:05,Jharkhand,Trusted,Fashion,comarishwar@yesbank,1,3,5,18
3667.42,0,03-01-2025 06:11,Manipur,Trusted,Others,arjun54@sbi,2,0,3,59
6252.74,0,24-01-2025 16:41,Punjab,Trusted,Food,mmuni@icici,3,0,8,23
1347.2,0,21-01-2025 03:33,Uttarakhand,Trusted,Fashion,goelbalendra@yesbank,2,4,11,71
939.49,0,22-01-2025 01:52,Meghalaya,Trusted,Fashion,ekansh85@yesbank,3,2,10,15
4126.67,1,13-01-2025 04:09,Saharsa,Untrusted,Electronics,balendra59@sbi,10,6,9,3
3217.63,0,20-01-2025 18:21,Uttar Pradesh,Trusted,Electronics,chowdhurytara@icici,3,0,7,68
4445.03,1,02-01-2025 07:18,Kottayam,Untrusted,Travel,brinda86@kotak,3,17,22,10
5910.45,0,12-01-2025 17:33,Odisha,Trusted,Food,ekarajdevi@paytm,3,0,2,45
1379.42,0,05-01-2025 06:20,Assam,Trusted,Fashion,urana@paytm,3,1,3,12
8471.27,0,19-01-2025 01:54,Karnataka,Trusted,Travel,bahadurjit30@paytm,1,4,10,17
5528.64,1,01-01-2025 02:34,New Delhi,Trusted,Electronics,timothy27@yesbank,2,13,20,4
2248.31,0,04-01-2025 07:05,Rajasthan,Trusted,Travel,raksha07@icici,2,0,3,24
676.87,0,01-01-2025 08:23,Chhattisgarh,Trusted,Travel,shankarekiya@kotak,1,0,3,81
7297.7,0,09-01-2025 08:34,Punjab,Trusted,Fashion,onveerraj@yesbank,3,0,9,47
3177.08,1,12-01-2025 16:07,Tirupati,Trusted,Food,ukari@paytm,5,8,15,6
4331.82,0,10-01-2025 06:23,Punjab,Trusted,Electronics,zashil47@yesbank,1,0,1,66
4553.46,0,18-01-2025 16:50,Uttarakhand,Trusted,Grocery,ira74@paytm,1,4,11,79
167.92,0,24-01-2025 15:40,Maharashtra,Trusted,Grocery,anikamaharaj@paytm,2,1,4,19
3718.48,0,13-01-2025 08:44,Himachal Pradesh,Trusted,Grocery,sgarg@paytm,3,5,12,75
2287.03,0,15-01-2025 19:02,Odisha,Trusted,Grocery,vrishtikalita@kotak,2,2,3,44
4972.1,0,03-01-2025 05:59,Bihar,Trusted,Food,gmerchant@icici,2,0,1,77
8499.42,0,02-01-2025 13:54,Madhya Pradesh,Trusted,Others,girindramangat@kotak,2,4,12,31
8780.24,0,07-01-2025 00:40,Uttar Pradesh,Trusted,Others,ysharaf@paytm,2,4,6,95
5788.68,0,08-01-2025 12:53,Kerala,Trusted,Fashion,balvan15@paytm,1,4,4,97
6369.21,0,19-01-2025 05:56,Odisha,Trusted,Fashion,bahadurjit82@sbi,1,1,9,14
8607.8,0,23-01-2025 15:08,Assam,Trusted,Fashion,vamakshi84@axisbank,1,5,8,89
2278.52,1,22-01-2025 20:03,Amravati,Untrusted,Grocery,dharvasana@kotak,6,17,25,7
9734.55,0,10-01-2025 19:54,Goa,Trusted,Others,triyanarayanan@paytm,3,5,15,61
5452.42,0,06-01-2025 14:11,Odisha,Trusted,Grocery,nishapalla@hdfcbank,2,2,4,81
9238.97,0,06-01-2025 14:35,Goa,Trusted,Food,lohit40@hdfcbank,3,1,8,78
9027.73,0,01-01-2025 23:51,Punjab,Trusted,Travel,waliekaja@icici,2,0,8,24
9286.8,0,03-01-2025 05:17,Bihar,Trusted,Electronics,faqid27@hdfcbank,3,3,5,69
9612.26,0,19-01-2025 19:08,Uttar Pradesh,Trusted,Travel,manibaghyawati@kotak,2,5,11,100
384.55,0,20-01-2025 21:55,Odisha,Trusted,Grocery,girindrakhare@yesbank,2,5,12,39
9508.88,0,20-01-2025 20:35,Rajasthan,Trusted,Fashion,raghavgill@paytm,1,4,6,55
2193.09,0,14-01-2025 14:00,Gujarat,Trusted,Grocery,vrindasankar@sbi,2,0,4,61
2143.68,0,08-01-2025 15:07,Andhra Pradesh,Trusted,Others,noah82@yesbank,1,0,10,28
9241.02,0,15-01-2025 09:51,Tripura,Trusted,Others,brout@axisbank,1,5,11,66
218.67,0,10-01-2025 14:46,Kerala,Trusted,Others,mohammedgaba@sbi,2,4,10,47
2263.39,0,03-01-2025 19:13,Himachal Pradesh,Trusted,Fashion,knagarajan@yesbank,1,3,5,63
4227.16,0,22-01-2025 07:39,Telangana,Trusted,Grocery,ishaanswaminathan@icici,2,2,7,42
3696.96,1,18-01-2025 00:06,Vasai-Virar,Trusted,Travel,ishanvisaini@sbi,8,16,17,3
6461.77,0,09-01-2025 07:33,Jharkhand,Trusted,Electronics,ubikaanand@axisbank,3,4,6,31
5182.53,0,21-01-2025 20:47,Gujarat,Trusted,Electronics,kibearadhana@kotak,3,0,5,43
7479.35,0,07-01-2025 18:31,Madhya Pradesh,Trusted,Grocery,nimrat64@sbi,3,2,5,45
1235.06,0,06-01-2025 03:01,Goa,Trusted,Electronics,hkorpal@yesbank,2,4,4,13
5529.98,0,17-01-2025 20:36,Meghalaya,Trusted,Grocery,widishalala@kotak,1,2,4,44
4173.14,0,13-01-2025 18:53,Madhya Pradesh,Trusted,Fashion,bsridhar@axisbank,3,4,6,17
4446.56,0,16-01-2025 18:46,Tamil Nadu,Trusted,Grocery,goswamiisha@kotak,2,3,13,84
4326.67,0,09-01-2025 07:49,Kerala,Trusted,Others,sbobal@paytm,1,3,3,10
2896.56,0,03-01-2025 05:02,Kerala,Trusted,Electronics,laban34@yesbank,2,4,4,16
2123.23,0,16-01-2025 10:51,Karnataka,Trusted,Fashion,falak93@icici,3,3,4,36
7461.8,0,17-01-2025 07:57,Gujarat,Trusted,Travel,narayanjagat@paytm,3,1,11,20
1148.05,0,15-01-2025 00:27,West Bengal,Trusted,Fashion,advikatiwari@yesbank,2,5,13,51
614.59,0,10-01-2025 13:27,Gujarat,Trusted,Fashion,vwali@hdfcbank,1,2,10,16
9854.97,0,24-01-2025 11:58,Gujarat,Trusted,Food,dayamaisrinivas@kotak,1,4,8,50
3758.85,0,18-01-2025 17:44,Tamil Nadu,Trusted,Fashion,hemachana@yesbank,3,4,14,59
8565.95,0,18-01-2025 23:58,Uttar Pradesh,Trusted,Electronics,aishani40@sbi,2,2,6,29
578.24,0,01-01-2025 18:28,Goa,Trusted,Electronics,mitrahardik@sbi,1,2,4,45
8669.95,0,05-01-2025 01:14,Nagaland,Trusted,Food,janaki20@sbi,1,5,8,34
6302.18,0,14-01-2025 18:37,Manipur,Trusted,Food,nilimamangat@hdfcbank,2,5,10,91
1343.12,1,11-01-2025 12:33,Bhopal,Untrusted,Fashion,daniel05@kotak,7,18,26,3
232.09,0,18-01-2025 10:18,Assam,Trusted,Electronics,hemasharma@yesbank,1,0,5,86
4143.92,1,12-01-2025 03:41,Lucknow,Trusted,Electronics,naveen04@icici,6,8,18,5
3800.15,0,23-01-2025 14:53,Haryana,Trusted,Others,ynagar@icici,2,2,12,28
9453.51,0,21-01-2025 08:50,Rajasthan,Trusted,Travel,prakashurvi@kotak,3,0,0,90
735.25,0,17-01-2025 10:26,Jharkhand,Trusted,Others,wbains@sbi,3,2,6,89
7183.78,0,11-01-2025 11:26,Assam,Trusted,Grocery,anvi53@kotak,3,0,8,91
7317.52,0,15-01-2025 13:23,Rajasthan,Trusted,Food,shivansh54@sbi,3,2,10,79
4611.2,0,18-01-2025 00:21,Meghalaya,Trusted,Others,upasnabandi@kotak,3,4,9,29
2111.83,0,03-01-2025 06:16,Bihar,Trusted,Others,darika18@paytm,2,4,5,51
2530.22,0,14-01-2025 05:01,Jharkhand,Trusted,Food,sureshfarhan@paytm,3,0,3,43
5029.53,0,17-01-2025 15:41,Tamil Nadu,Trusted,Food,deoshivansh@paytm,3,1,8,65
1301.34,0,02-01-2025 09:14,Chhattisgarh,Trusted,Travel,horavidhi@axisbank,3,2,8,16
9034.98,0,06-01-2025 15:44,Goa,Trusted,Travel,ganga18@hdfcbank,3,0,1,56
2896.69,0,06-01-2025 07:32,Uttarakhand,Trusted,Electronics,wkrishnan@yesbank,1,0,5,88
7944.51,0,14-01-2025 02:38,Haryana,Trusted,Grocery,alexanderborde@sbi,3,1,8,11
7310.47,0,17-01-2025 00:46,Andhra Pradesh,Trusted,Electronics,zsoni@icici,1,2,9,13
915.76,0,01-01-2025 11:21,Manipur,Trusted,Fashion,abrahmbhatt@kotak,3,4,4,48
988.02,0,10-01-2025 02:32,Tamil Nadu,Trusted,Others,dayita67@axisbank,1,1,11,79
2862.47,0,07-01-2025 17:56,Nagaland,Trusted,Electronics,bajwabhavini@kotak,3,1,3,38
2275.13,0,12-01-2025 13:52,Andhra Pradesh,Trusted,Electronics,krish27@sbi,1,4,5,13
6545.92,0,21-01-2025 05:20,Uttar Pradesh,Trusted,Others,bahadurjitchaudhry@axisbank,3,1,5,95
3504.57,0,01-01-2025 06:59,Jharkhand,Trusted,Grocery,girik37@axisbank,2,4,6,57
8244.21,0,22-01-2025 07:16,Odisha,Trusted,Others,chanakyadave@axisbank,2,3,11,72
676.68,0,11-01-2025 14:07,Arunachal Pradesh,Trusted,Others,yatinsuresh@kotak,1,1,8,46
1155.12,0,23-01-2025 02:29,West Bengal,Trusted,Fashion,ramanathanomkaar@icici,3,3,6,43
3356.44,0,16-01-2025 17:20,West Bengal,Trusted,Travel,wshah@paytm,1,0,2,90
5881.54,1,07-01-2025 11:24,Bhalswa Jahangir Pur,Untrusted,Food,vansharatti@hdfcbank,5,17,19,5
2285.24,0,07-01-2025 00:26,Karnataka,Trusted,Fashion,yauvani92@yesbank,3,3,4,49
4471.75,0,06-01-2025 19:50,Kerala,Trusted,Food,jananikothari@icici,2,1,10,66
7755.12,0,11-01-2025 08:13,Uttarakhand,Trusted,Fashion,hredhaan65@sbi,3,5,13,48
8947.17,0,08-01-2025 13:56,Tamil Nadu,Trusted,Electronics,urvi96@icici,3,2,12,21
6454.83,0,21-01-2025 11:50,Chhattisgarh,Trusted,Fashion,rbassi@hdfcbank,1,1,11,58
8531.95,0,20-01-2025 16:21,Goa,Trusted,Food,wom@icici,1,4,8,95
898.96,0,07-01-2025 00:29,Tripura,Trusted,Fashion,fiyazdivan@kotak,2,2,11,70
1872.4,0,13-01-2025 11:11,Chhattisgarh,Trusted,Food,dalbirprakash@hdfcbank,1,4,14,95
1765.08,0,09-01-2025 20:45,Tamil Nadu,Trusted,Others,tparmar@yesbank,1,5,11,93
9566.41,0,19-01-2025 11:34,Madhya Pradesh,Trusted,Fashion,bhattianay@icici,2,3,8,48
2511.25,0,22-01-2025 08:27,Rajasthan,Trusted,Others,lbaral@yesbank,3,2,8,93
4777.56,0,07-01-2025 18:09,Andhra Pradesh,Trusted,Electronics,chakrabartirajata@axisbank,2,5,11,58
1074.98,0,02-01-2025 02:56,Uttar Pradesh,Trusted,Grocery,warhi26@paytm,2,5,6,48
4482.53,0,01-01-2025 08:05,Odisha,Trusted,Fashion,narulaonkar@hdfcbank,3,5,8,79
8895.02,0,11-01-2025 08:45,Goa,Trusted,Travel,forum21@hdfcbank,2,1,4,55
4233.65,1,01-01-2025 09:11,Baranagar,Trusted,Food,nthaman@hdfcbank,2,6,12,1
2674.97,0,07-01-2025 13:02,Punjab,Trusted,Fashion,bhavani52@axisbank,1,0,3,35
8528.82,0,24-01-2025 11:05,Maharashtra,Trusted,Food,jom@icici,3,0,10,91
3176.28,0,09-01-2025 05:25,Maharashtra,Trusted,Grocery,pjha@kotak,2,2,5,97
3533.1,0,10-01-2025 19:37,Rajasthan,Trusted,Grocery,qsehgal@paytm,2,2,12,74
5446.56,0,04-01-2025 22:50,Tamil Nadu,Trusted,Electronics,omya78@sbi,3,0,6,88
6262.93,0,11-01-2025 13:21,Arunachal Pradesh,Trusted,Fashion,samarth81@kotak,1,1,1,17
7747.75,0,14-01-2025 14:19,Manipur,Trusted,Others,eprabhu@yesbank,1,4,8,39
4992.13,0,21-01-2025 09:35,Meghalaya,Trusted,Fashion,shethhemani@hdfcbank,3,0,3,70
2034.4,0,13-01-2025 00:56,Arunachal Pradesh,Trusted,Food,roybanjeet@icici,2,0,4,46
8057.98,0,24-01-2025 03:31,Mizoram,Trusted,Electronics,singhalneel@kotak,1,0,8,68
3188.09,0,12-01-2025 10:01,Tamil Nadu,Trusted,Electronics,iyengararyan@axisbank,3,2,2,48
5702.06,0,06-01-2025 02:03,Punjab,Trusted,Travel,xrege@axisbank,1,1,3,22
2409.67,0,01-01-2025 23:01,Arunachal Pradesh,Trusted,Food,rajaudarsh@axisbank,2,0,9,82
9705.36,1,22-01-2025 12:18,Secunderabad,Untrusted,Electronics,dominic88@kotak,7,11,13,5
8720.97,0,21-01-2025 07:49,Manipur,Trusted,Food,warhi08@sbi,3,2,12,59
7610.43,0,14-01-2025 17:48,Jharkhand,Trusted,Electronics,jackson54@yesbank,3,0,0,88
1624.09,0,14-01-2025 08:12,Tripura,Trusted,Fashion,timothyravel@icici,2,3,8,13
3975.48,0,01-01-2025 10:26,Karnataka,Trusted,Electronics,zansilal@icici,2,1,9,44
7108.5,0,24-01-2025 01:15,Nagaland,Trusted,Food,unnikalla@yesbank,2,4,6,11
2621.36,0,16-01-2025 19:02,Sikkim,Trusted,Grocery,manigaurika@hdfcbank,1,4,7,44
5892.23,0,03-01-2025 09:54,Jharkhand,Trusted,Food,edesai@paytm,3,0,9,24
1569.22,0,10-01-2025 12:18,Tamil Nadu,Trusted,Grocery,mbhat@hdfcbank,3,3,11,95
1048.67,0,17-01-2025 12:56,Andhra Pradesh,Trusted,Others,jackson73@paytm,2,2,7,89
2743.57,0,07-01-2025 18:27,Karnataka,Trusted,Travel,ishwar22@yesbank,1,0,2,67
8954.46,0,06-01-2025 19:08,Odisha,Trusted,Electronics,kalaram@yesbank,1,1,7,17
2823.82,0,14-01-2025 22:57,West Bengal,Trusted,Grocery,emenon@yesbank,1,0,6,69
6329.38,0,06-01-2025 01:38,Uttar Pradesh,Trusted,Electronics,gaurang24@paytm,2,3,8,54
6766.59,0,05-01-2025 00:09,Kerala,Trusted,Travel,wsarin@hdfcbank,1,4,10,19
919.44,0,13-01-2025 07:34,Tripura,Trusted,Travel,gagan17@kotak,2,3,4,69
4551.61,0,12-01-2025 16:53,Himachal Pradesh,Trusted,Grocery,varmabrinda@kotak,3,3,12,97
6114.19,0,18-01-2025 20:22,Uttarakhand,Trusted,Food,narayananadvik@paytm,1,0,5,54
6681.32,0,05-01-2025 12:56,Telangana,Trusted,Others,balkritika@icici,2,2,6,43
3441.94,0,06-01-2025 23:00,Andhra Pradesh,Trusted,Food,gunbirkamdar@icici,2,0,4,42
5284.84,1,14-01-2025 07:55,Raurkela Industrial Township,Untrusted,Others,leela23@axisbank,7,18,28,3
1988.88,0,21-01-2025 04:44,Chhattisgarh,Trusted,Grocery,rachitanagy@sbi,1,2,12,93
8412.75,0,14-01-2025 04:56,Nagaland,Trusted,Electronics,seshadriabdul@yesbank,1,3,9,91
6754.36,0,13-01-2025 03:50,Telangana,Trusted,Electronics,oprasad@yesbank,1,5,14,66
4879.34,0,15-01-2025 10:49,Punjab,Trusted,Others,wparekh@icici,2,4,10,52
7707.46,0,13-01-2025 00:12,Karnataka,Trusted,Electronics,imaranbuch@yesbank,2,0,10,25
6410.42,0,22-01-2025 23:40,Madhya Pradesh,Trusted,Others,smohan@sbi,1,1,1,16
8604.41,0,08-01-2025 04:03,Punjab,Trusted,Others,yashodadesai@yesbank,2,1,3,51
7145.22,0,07-01-2025 06:56,Tamil Nadu,Trusted,Travel,gargpanini@kotak,1,5,10,27
4229.1,0,15-01-2025 11:07,Assam,Trusted,Grocery,ramanjali@icici,1,3,3,71
7835.31,0,21-01-2025 21:51,Nagaland,Trusted,Food,jatin94@axisbank,2,2,4,69
4758.33,0,20-01-2025 23:57,Jharkhand,Trusted,Travel,sanaya09@kotak,2,3,12,72
5175.59,0,21-01-2025 15:22,Telangana,Trusted,Travel,lmaster@sbi,3,0,4,85
2606.33,0,21-01-2025 13:31,Andhra Pradesh,Trusted,Travel,triya90@kotak,1,2,6,79
2769.46,0,22-01-2025 11:16,Manipur,Trusted,Fashion,mandaosha@sbi,1,2,6,29
1720.95,0,20-01-2025 06:54,Maharashtra,Trusted,Travel,ttiwari@axisbank,2,4,10,65
8747.67,0,10-01-2025 06:38,Nagaland,Trusted,Grocery,wkrishnamurthy@paytm,2,1,6,84
5984.93,0,21-01-2025 23:06,Jharkhand,Trusted,Fashion,devikabutala@hdfcbank,1,1,3,12
