transaction_id,amount,transaction_time,location,device_type,merchant_category,upi_id,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction,is_fraud,hour
2de31dd8-8535-412d-88d6-50f19620464a,7697.25,2025-03-09 14:17:03.056027,Mizoram,Trusted,Fashion,krishnabassi@hdfcbank,1,0,2,152,0,14
99aaf3ab-e7f0-46f9-8b4b-dc2a37b15574,9250.86,2025-03-09 22:09:30.056027,Meghalaya,Trusted,Others,bnarang@kotak,2,5,5,165,0,22
4d8f4a07-80f1-46e2-a5b1-604c70248d86,40093.77,2025-03-09 04:25:32.056027,Nellore,Trusted,Education,gkrish@kotak,6,18,30,2,1,4
d0299d61-f7ee-4515-8f25-18aa03cce5cc,25.19,2025-03-09 02:36:50.057139,Saharanpur,Trusted,Food,fgrewal@sbi,6,12,22,8,1,2
ac5ffa66-390e-42e5-a240-f45b54982c00,5834.04,2025-03-09 19:56:45.057139,Mizoram,Trusted,Healthcare,ijayavarghese@kotak,3,4,7,67,0,19
1d997df3-5da0-4524-a976-5317657950d5,82.12,2025-03-09 02:02:17.057139,Satara,Untrusted,Entertainment,mahajantanish@hdfcbank,13,14,26,6,1,2
916aaefb-3af2-400d-8795-86947a0561fc,436.19,2025-03-09 22:18:31.057139,Nagaland,Trusted,Entertainment,amrita13@hdfcbank,3,0,0,164,0,22
5a466f79-f037-4443-9516-1a566c5b4b3f,465.67,2025-03-09 10:24:13.057139,Punjab,Untrusted,Food,saxenagaurang@sbi,2,0,1,159,0,10
2f776562-7209-46aa-8a94-d408a996b4e2,3845.2,2025-03-09 16:46:38.057139,West Bengal,Untrusted,Fashion,dhaliwalnirja@icici,1,4,6,106,0,16
665c2261-ada1-4b94-9dfe-a316e1d8e117,70392.18,2025-03-09 02:52:29.057139,Deoghar,Trusted,Education,quincyhayer@sbi,11,12,22,13,1,2
5a1bdbae-4311-461c-a05e-d67a7e7c0fd8,43736.11,2025-03-09 21:43:19.057139,West Bengal,Trusted,Education,karapallavi@sbi,4,2,4,150,0,21
72594159-ec4c-4057-903e-9b5c3b345322,27447.49,2025-03-09 02:37:50.057139,Sri Ganganagar,Trusted,Travel,tiwarilucky@sbi,8,11,20,20,1,2
3a94268a-ff47-4b67-bf3e-b786ce61a009,4426.72,2025-03-09 17:37:41.058138,Arunachal Pradesh,Untrusted,Others,kariyashica@paytm,1,1,2,125,0,17
482eaa3f-31f3-4433-9b26-5f06b0a62504,2994.57,2025-03-09 18:24:46.058138,Punjab,Untrusted,Grocery,qsoni@yesbank,1,3,4,102,0,18
50162436-4dfc-4627-900d-6e8f722d552b,3171.02,2025-03-09 12:25:17.058138,Rajasthan,Trusted,Electronics,thakertarak@kotak,3,1,1,175,0,12
69625bd2-457d-421d-94d5-f84cf405c1ce,408.36,2025-03-09 00:34:11.058138,North Dumdum,Trusted,Education,anthony90@sbi,8,14,19,29,1,0
7753c67f-3983-45d5-921a-cb8200d685ef,3044.94,2025-03-09 22:04:08.058138,Karnataka,Trusted,Grocery,alall@sbi,2,3,5,135,0,22
9cfe546b-5b88-4e30-a60c-2a385c63cd0f,4204.03,2025-03-09 00:58:57.058138,Bardhaman,Trusted,Utilities,ucchalguha@yesbank,13,8,15,9,1,0
256ca01e-abfc-4a18-80e2-47b4d6dbfae6,1191.75,2025-03-09 15:06:46.058138,Chhattisgarh,Untrusted,Utilities,aishanikaul@kotak,4,4,7,142,0,15
7082ec23-951b-477d-9343-9ca547f24c3f,9692.23,2025-03-09 16:46:45.058138,Kerala,Trusted,Healthcare,waida28@yesbank,2,0,2,167,0,16
dec72f3d-2047-4d52-8e6e-25039acc0ac6,26351.12,2025-03-09 15:54:02.058138,Haryana,Trusted,Education,sampathrehaan@paytm,2,1,3,55,0,15
7f88592e-113d-4af0-babd-ea113bcbaab9,2418.28,2025-03-09 02:16:59.058138,Ramagundam,Trusted,Food,misradalbir@yesbank,11,11,16,11,1,2
b928c6d8-d059-4763-be97-8c1679ff2d96,2554.96,2025-03-09 14:33:37.058138,Telangana,Trusted,Fashion,balayudyati@sbi,3,0,0,71,0,14
f11568d9-43c5-4adc-a370-98e4772e0174,187.09,2025-03-09 03:21:06.059140,Singrauli,Trusted,Travel,duttwilliam@axisbank,10,16,21,25,1,3
32c93540-dd9e-44e8-a2bd-caa4c2e85f54,1237.58,2025-03-09 13:04:33.059140,Nagaland,Untrusted,Food,minhaswarhi@icici,2,0,0,99,0,13
644ccbc8-107b-424c-ab46-e8a4a6dbdc94,9606.2,2025-03-09 16:35:59.059140,Bihar,Untrusted,Fashion,yoshita53@hdfcbank,2,3,4,195,0,16
e91c1b34-8ba5-4e5d-93f4-f22ee6813e54,3349.0,2025-03-09 20:00:35.059140,Tamil Nadu,Trusted,Utilities,rastogisachi@axisbank,4,3,6,161,0,20
0f40d1ed-3ce0-4f4b-af2f-73c0efbf6199,940.65,2025-03-09 21:28:22.059140,Arunachal Pradesh,Trusted,Food,tbarad@yesbank,3,4,6,72,0,21
0ea1ceec-1394-4e34-a096-aae919d111f8,77467.64,2025-03-09 03:33:07.059140,Etawah,Untrusted,Education,gatwal@axisbank,15,17,27,1,1,3
bd20ac83-2745-4f35-af80-115878ecfb99,3206.01,2025-03-09 12:56:56.059140,Mizoram,Trusted,Entertainment,manifaraj@icici,2,1,4,76,0,12
6d203e9e-7337-47c7-828e-3a6e05dc0ef3,3307.77,2025-03-09 19:36:23.059140,Telangana,Untrusted,Entertainment,ysridhar@yesbank,2,5,6,92,0,19
793d922a-12bb-462e-a1ca-935f605020c0,8262.75,2025-03-09 21:58:14.059140,Rajasthan,Trusted,Others,wsengupta@axisbank,4,3,6,116,0,21
c7f43246-55f0-4410-85b5-f23ec7b8ee9a,162.24,2025-03-09 20:43:24.059140,Himachal Pradesh,Untrusted,Grocery,aramesh@icici,1,4,4,47,0,20
8751d309-5872-4a6f-b1ef-260952669c84,4437.57,2025-03-09 21:40:59.059140,Jharkhand,Trusted,Utilities,xavier75@yesbank,3,2,3,187,0,21
7e8d9cfa-aa00-4f06-8fe1-cf94e0471672,19567.89,2025-03-09 03:05:18.061034,Khora ,Trusted,Healthcare,rachita82@sbi,10,14,20,10,1,3
430a95a9-da5f-4da5-a554-7f08ed4d83d6,4197.0,2025-03-09 16:01:07.061034,Manipur,Trusted,Utilities,wallaforum@yesbank,1,1,1,123,0,16
15ec6971-4f32-4eee-a51b-29cbac816086,16.27,2025-03-09 23:40:58.061034,Kanpur,Trusted,Grocery,tdhaliwal@kotak,14,11,26,16,1,23
0e329d33-6ff6-48f3-b110-d26d9269430e,3677.63,2025-03-09 08:25:11.061034,Gujarat,Trusted,Travel,dahuja@kotak,2,0,2,139,0,8
06de84f8-7524-4045-9fc8-e62b1f356e4c,18493.05,2025-03-09 11:58:03.061034,Telangana,Trusted,Travel,champak69@yesbank,4,5,8,173,0,11
7b85464a-01e0-4274-9f93-48c34938e18b,3189.88,2025-03-09 08:38:07.061034,Uttar Pradesh,Trusted,Utilities,wallatamanna@icici,1,3,6,54,0,8
3f2cd45c-4878-4899-953f-d0a90cfb9678,16673.58,2025-03-09 04:23:52.062054,Amravati,Untrusted,Healthcare,megha58@kotak,6,18,28,1,1,4
e9cddbdc-1c34-4255-a8ae-e3a7f880018e,9618.33,2025-03-09 16:18:24.062054,Gujarat,Trusted,Healthcare,zchakrabarti@paytm,1,4,7,180,0,16
4ab0a167-ef7c-4fca-856a-e181687aa6c2,15247.91,2025-03-09 01:49:40.062054,Uluberia,Trusted,Healthcare,skrish@sbi,14,17,27,24,1,1
9a543fb4-fbf9-4c6e-a335-9bc79f2c8f50,7622.4,2025-03-09 23:10:33.062054,Raipur,Trusted,Utilities,danielrandhawa@sbi,15,13,23,20,1,23
47318e01-f62c-4cfc-a39a-0c61d59660ba,70.14,2025-03-09 00:39:11.062054,Khandwa,Trusted,Entertainment,irya66@hdfcbank,13,16,22,6,1,0
e20839e5-53cd-431a-bb3f-cf477f9d4ba1,3855.07,2025-03-09 08:46:38.062054,Uttar Pradesh,Trusted,Healthcare,tanish36@paytm,3,2,5,131,0,8
651f4e23-e60c-4b60-a54c-58010b6a9124,801.68,2025-03-09 13:27:21.062054,Arunachal Pradesh,Untrusted,Travel,phayre@yesbank,1,5,6,99,0,13
e2ed64e1-8828-4746-9a66-eea968931bbb,434.12,2025-03-09 02:44:38.062054,Surat,Trusted,Education,panditdakshesh@yesbank,7,12,19,27,1,2
bf59d740-60e3-432d-afed-fb1f86fe252c,8301.16,2025-03-09 09:06:27.062054,Punjab,Trusted,Healthcare,krishna32@icici,3,3,5,182,0,9
17a7f9b6-e5d1-44bb-b675-7310eb6bce2c,25079.02,2025-03-09 00:12:11.062054,Tadepalligudem,Trusted,Healthcare,gangakorpal@hdfcbank,14,19,28,5,1,0
aae5f9f8-1680-4016-82f2-fc592965ec3f,26528.79,2025-03-09 23:24:54.062054,Kirari Suleman Nagar,Trusted,Healthcare,nimrataurora@kotak,10,8,16,23,1,23
de1760e0-981c-4bbf-b4a9-2a3d46f1efaf,11630.59,2025-03-09 19:02:18.063034,Chhattisgarh,Trusted,Travel,bimala75@hdfcbank,2,2,3,65,0,19
274c1df8-018d-4291-a08b-74b5455974e8,1917.04,2025-03-09 17:12:55.063034,Manipur,Untrusted,Grocery,zgarg@sbi,4,2,3,112,0,17
b675f47f-2544-472b-b07c-da75d011058f,992.94,2025-03-09 21:24:56.063034,Himachal Pradesh,Trusted,Grocery,ekade@paytm,2,4,4,138,0,21
afe33d52-6347-471a-b01b-fcbface06350,3583.93,2025-03-09 16:15:58.063034,Manipur,Trusted,Utilities,rastogiumang@axisbank,3,0,3,125,0,16
281b0dee-dfbf-42e2-b536-71106c413ca8,19962.19,2025-03-09 23:19:42.063034,Maheshtala,Trusted,Fashion,praneel31@sbi,6,16,22,29,1,23
1489afd3-6b1d-4145-85cc-f2bc3fc3bb82,47698.58,2025-03-09 19:40:43.063034,Bihar,Trusted,Education,hardikperi@icici,2,4,5,175,0,19
3053cc42-ee71-4bae-b432-52e663acfb01,25.12,2025-03-09 23:55:37.063034,Kalyan-Dombivli,Untrusted,Others,anikakant@sbi,13,17,30,7,1,23
412ee642-c9f1-416e-8583-880e60ecf3af,8493.7,2025-03-09 22:28:44.063034,Uttar Pradesh,Trusted,Travel,vbuch@hdfcbank,1,1,1,159,0,22
8e0b1310-f993-442d-8a42-01a5b8749270,4685.46,2025-03-09 18:21:34.063034,Assam,Trusted,Fashion,cherianchakradev@axisbank,3,1,2,182,0,18
629e753b-9df2-45fe-a974-6e0dee92412e,3390.07,2025-03-09 13:27:42.063034,Telangana,Trusted,Entertainment,thamanjagdish@kotak,1,2,2,107,0,13
c80786c9-7ddf-4e12-891d-ca8cc53b5643,33008.42,2025-03-09 14:27:37.063034,West Bengal,Untrusted,Education,badalmadhavi@icici,3,3,6,198,0,14
1f6eba48-2203-4dc1-95a0-89dcff1892e6,29.95,2025-03-09 23:58:12.063034,Raiganj,Trusted,Entertainment,virkzehaan@icici,9,19,30,15,1,23
d303a7bb-f2d0-43b4-9ce0-0e720231e818,44922.95,2025-03-09 18:55:23.064036,Arunachal Pradesh,Trusted,Electronics,daragautam@hdfcbank,2,5,6,56,0,18
983689b7-ed02-4743-8d24-30e7e99ee031,3574.46,2025-03-09 18:14:49.064036,Meghalaya,Trusted,Grocery,shahchasmum@yesbank,2,2,3,179,0,18
7d07acf5-b851-4ef0-8e74-e2cf4b3ea1ca,260.9,2025-03-09 15:36:07.064036,Uttarakhand,Trusted,Food,qmorar@kotak,3,5,5,132,0,15
0355928a-dc12-4db6-86aa-59cab6d8b34b,98298.96,2025-03-09 03:05:48.064036,Thiruvananthapuram,Trusted,Education,cvora@paytm,8,16,27,25,1,3
856cd3fe-6dc0-436c-9114-cdd96d242b1c,12325.52,2025-03-09 23:55:18.064036,Hajipur,Trusted,Others,bakshiekansh@paytm,15,13,23,19,1,23
10a88690-1591-4def-a332-4dc9134c30a9,2622.32,2025-03-09 22:00:59.064036,Manipur,Untrusted,Food,wasonfalan@hdfcbank,3,0,0,67,0,22
301fe038-2488-44a8-9b34-14289ab88ded,93720.99,2025-03-09 00:24:38.064036,Nagercoil,Trusted,Education,mohiniedwin@kotak,11,12,18,8,1,0
7c1347fd-7d43-4b5d-aa10-2542b1ba8969,2502.62,2025-03-09 21:37:52.064036,Bihar,Untrusted,Travel,mohini81@kotak,4,3,4,157,0,21
8ca3eb6d-23d4-4601-a67b-9764a39e3823,26782.12,2025-03-09 22:47:01.064036,Chhattisgarh,Trusted,Electronics,mitali65@yesbank,3,2,5,109,0,22
e9d8d412-667a-4d5a-b27f-1ba12eb30d32,39556.26,2025-03-09 18:29:14.064036,Rajasthan,Untrusted,Electronics,ilad@paytm,4,3,6,85,0,18
3d87a4a7-e7b1-4365-8020-6e7263257e61,13137.28,2025-03-09 18:27:07.064036,Uttar Pradesh,Trusted,Education,benjamin55@icici,3,0,0,54,0,18
e892a18a-1a91-4341-9348-8cf1bda441cc,4066.45,2025-03-09 08:02:21.064036,Andhra Pradesh,Untrusted,Utilities,skhurana@kotak,4,3,5,42,0,8
d672e5c2-223b-4819-971d-0709bafd6459,26360.52,2025-03-09 19:30:35.064036,Uttarakhand,Trusted,Education,vedika58@hdfcbank,1,1,1,156,0,19
0ff870e9-92ba-4290-b0a6-c3ec4d2901c3,54.89,2025-03-09 02:50:14.065034,Anantapuram,Trusted,Travel,boragirindra@hdfcbank,8,16,28,0,1,2
cd031d14-35c1-4462-a829-78a525256d5e,1090.98,2025-03-09 12:07:44.065034,Karnataka,Trusted,Entertainment,harrisonmemon@sbi,2,5,5,161,0,12
13a5c580-154d-4a4b-a463-468929d7d74c,391.62,2025-03-09 01:02:10.065034,Tumkur,Untrusted,Education,bgoswami@sbi,14,11,25,3,1,1
138e27e4-ebc9-459b-8717-a3aae3374dd1,2366.01,2025-03-09 18:03:14.065034,Andhra Pradesh,Trusted,Food,nikitakhanna@yesbank,2,4,7,81,0,18
a0a98720-2aa3-42c2-8ea8-36eef30c6491,1321.94,2025-03-09 21:55:51.065034,Himachal Pradesh,Untrusted,Fashion,irana@kotak,2,4,6,83,0,21
11a68fa1-8e07-46bb-b10f-c2e3f1dfb1f1,758.04,2025-03-09 10:56:55.065034,Uttarakhand,Trusted,Food,ekalinga22@paytm,4,5,8,195,0,10
3c0f4a4a-1f83-4560-9938-7dd95527d64a,6491.47,2025-03-09 02:55:48.065034,Kakinada,Untrusted,Grocery,brijeshbahl@axisbank,13,16,27,0,1,2
4ee54404-bba1-4a59-888f-d28c52674ab3,36728.38,2025-03-09 17:45:20.065034,Madhya Pradesh,Trusted,Electronics,dyaljagrati@kotak,4,5,6,114,0,17
f8ffd65c-7f66-4112-b15c-c595f2969a50,1805.91,2025-03-09 22:20:51.065034,Karnataka,Trusted,Fashion,ychand@paytm,4,0,1,157,0,22
7de3c1c6-ddc7-4c33-9e80-ef6ba8595e3e,6228.44,2025-03-09 03:58:40.065034,Shimla,Trusted,Utilities,krishnankritika@kotak,11,16,22,17,1,3
dd629077-a5cb-4fd5-bdba-f9f3e1cb7a8f,3913.05,2025-03-09 16:59:27.065034,Bihar,Trusted,Entertainment,pillaiudant@yesbank,4,4,4,57,0,16
38f8b570-9826-4afa-8240-d85517a275a8,3317.45,2025-03-09 10:06:44.066034,Gujarat,Untrusted,Grocery,drai@paytm,3,4,6,55,0,10
8a37fd20-883b-450f-9556-74beb3592bf7,1600.83,2025-03-09 20:06:20.066034,Gujarat,Trusted,Food,ijaya08@icici,2,3,6,120,0,20
0274cf51-ec3e-4d8c-a6d3-b7000f3c266c,6551.96,2025-03-09 12:20:53.066034,Mizoram,Untrusted,Healthcare,talwarakshay@axisbank,2,4,5,57,0,12
1f815f73-0bc0-4fe1-9f67-5657302a61ea,1765.73,2025-03-09 20:38:02.066034,Tamil Nadu,Trusted,Utilities,kannankamala@icici,1,1,1,91,0,20
f977a299-349c-4838-8a72-fcf08e66e984,4651.46,2025-03-09 23:59:08.066034,Udaipur,Untrusted,Entertainment,yagrawal@hdfcbank,14,9,17,27,1,23
a46c5025-483b-420d-810b-73dad65a944b,1896.33,2025-03-09 19:45:14.066034,Uttar Pradesh,Trusted,Entertainment,pdhillon@sbi,2,2,3,176,0,19
9b7a3305-ae18-4944-9d22-017f58dfdb5f,4719.09,2025-03-09 13:35:13.066034,Bihar,Untrusted,Entertainment,arin07@paytm,1,3,6,173,0,13
1c1f92ec-6709-4ba3-8fd3-11027eb965f3,181.13,2025-03-09 03:22:42.066034,Raurkela Industrial Township,Untrusted,Fashion,yashvichada@kotak,7,10,25,22,1,3
ba0e26c8-16a9-47a3-9195-d173f703e307,222.14,2025-03-09 01:21:17.066034,Chandrapur,Trusted,Healthcare,banikpatrick@axisbank,6,17,27,28,1,1
64da83ca-d287-460d-a540-87c7298a86e5,5381.97,2025-03-09 15:00:12.066034,Uttarakhand,Trusted,Fashion,ganga73@kotak,4,3,5,45,0,15
79fdc534-5a83-4e6e-89d8-92a5747ae38b,46367.75,2025-03-09 11:13:01.066034,Mizoram,Untrusted,Electronics,tanish87@sbi,4,5,7,88,0,11
0cd10380-524a-4def-bf7f-2f292e8a84fb,89832.68,2025-03-09 04:29:04.066034,Tiruvottiyur,Trusted,Education,goswamiekani@paytm,13,9,18,20,1,4
a7e955b4-bd52-4461-aced-57d18121ed08,9385.58,2025-03-09 03:03:23.067035,Udaipur,Trusted,Others,warriorvihaan@paytm,15,16,26,8,1,3
cdca9425-956d-4ef0-8fd1-65e05a230b24,2175.59,2025-03-09 14:50:31.067035,Kerala,Trusted,Grocery,kuruvillasaumya@sbi,3,0,2,121,0,14
962ebc16-8548-4522-82db-0b2a04d5adf2,963.77,2025-03-09 09:54:37.067035,Nagaland,Untrusted,Grocery,murthykashvi@paytm,3,0,2,54,0,9
654f6f52-6e04-4fe7-8bb4-1a59ebf86f31,16120.53,2025-03-09 01:23:09.067035,Bangalore,Trusted,Healthcare,kamyauppal@sbi,8,14,21,9,1,1
aa98a796-6dcc-447e-b26b-b4e7fcaac850,97976.78,2025-03-09 00:17:45.067035,Tiruvottiyur,Untrusted,Education,om83@kotak,14,11,25,12,1,0
470d855e-61bb-445e-9dd9-ef02e131ca94,7482.59,2025-03-09 11:19:56.067035,Tamil Nadu,Trusted,Others,oshasarraf@hdfcbank,1,5,7,103,0,11
f3d9f6b3-22e8-4585-bd39-8a3231a7f472,62.24,2025-03-09 03:38:56.067035,Sagar,Trusted,Healthcare,ugala@hdfcbank,8,10,21,17,1,3
43eb5d64-8a7d-444c-ad9d-ab336641453b,4276.1,2025-03-09 00:10:38.067035,Arrah,Trusted,Food,simonchokshi@yesbank,10,14,20,28,1,0
978c10ab-918b-4743-bb59-467871d5a166,11583.41,2025-03-09 01:21:45.067035,Berhampur,Untrusted,Others,gaurav27@icici,15,19,24,9,1,1
bc2895af-62e1-49fa-8559-115f8b631dd5,8776.38,2025-03-09 11:58:30.067035,Arunachal Pradesh,Untrusted,Healthcare,krastogi@kotak,2,2,3,73,0,11
a8300952-0e39-4715-99ce-249ff1d97092,38.5,2025-03-09 00:08:14.067035,Rajkot,Trusted,Food,tellaanthony@kotak,12,13,24,9,1,0
01306c95-c40a-4a2e-bd89-d9bd66df69d4,1068.89,2025-03-09 09:38:46.067035,Kerala,Trusted,Food,chatterjeeturvi@yesbank,1,0,3,126,0,9
4951515e-a530-4afe-b666-1f6eaf0ab801,3430.94,2025-03-09 11:47:15.067035,Rajasthan,Trusted,Education,hemangsamra@yesbank,4,3,5,63,0,11
c999daf4-6bee-47c3-8d14-b3feb81ffad8,3937.57,2025-03-09 16:55:54.068033,Gujarat,Untrusted,Fashion,jackson32@axisbank,1,0,1,189,0,16
7d71dcd9-492d-4ece-951c-6b2880e9005c,10163.93,2025-03-09 04:09:31.068033,Siliguri,Untrusted,Others,omya19@yesbank,12,17,22,3,1,4
20eaa9eb-0926-491a-b59e-e6f3253eaad8,87696.15,2025-03-09 01:14:05.068033,Naihati,Trusted,Education,qupadhyay@hdfcbank,11,19,31,3,1,1
5f42911d-2043-4980-ae62-8dc3cf375845,4012.91,2025-03-09 01:51:46.068033,Ulhasnagar,Trusted,Food,rhans@sbi,14,14,27,22,1,1
1ff18fa4-2e19-42d5-8c51-ecae466919be,8163.09,2025-03-09 03:37:02.068033,Guna,Untrusted,Entertainment,gsinghal@yesbank,12,14,22,20,1,3
10dc43af-dd90-4a10-b799-6fd202d3f3a0,2137.07,2025-03-09 11:00:52.068033,Telangana,Untrusted,Fashion,ayaan77@sbi,4,2,4,134,0,11
6c5701a9-d5d2-44d8-a700-3fc8fcf3a8f5,9214.24,2025-03-09 19:23:39.068033,Meghalaya,Trusted,Education,chanaunni@yesbank,1,0,0,30,0,19
d2164251-6d1f-4365-93c7-8b5378c79dc8,1418.35,2025-03-09 19:17:16.068033,Nagaland,Untrusted,Utilities,mitrakamala@axisbank,2,5,5,131,0,19
37231c78-4a50-48bb-a4cb-43d03c12d6b1,3958.23,2025-03-09 03:31:07.068033,Kollam,Trusted,Food,bhavsarsarthak@icici,8,13,20,14,1,3
0aa07cb6-b061-4bc3-9883-dca13a7c0a0b,47469.11,2025-03-09 17:16:05.068033,Assam,Trusted,Education,jack67@axisbank,3,0,3,149,0,17
19fa6d78-8169-4de3-b8c1-5a61cb4206cb,22453.91,2025-03-09 04:23:37.068033,Raipur,Untrusted,Travel,pvyas@sbi,12,10,25,7,1,4
66bc22c9-76db-4564-8233-df419b65207e,1144.1,2025-03-09 20:19:36.068033,Uttar Pradesh,Trusted,Grocery,sdoshi@axisbank,1,2,2,109,0,20
c84060cd-0d2e-4c00-8db6-80dd6b873b84,64.47,2025-03-09 04:52:17.068033,Vellore,Untrusted,Healthcare,waida72@axisbank,12,16,27,13,1,4
03966433-4111-4ead-826b-bf27b961e5d1,8833.5,2025-03-09 14:10:42.069035,Uttar Pradesh,Untrusted,Travel,ishitachandran@axisbank,2,4,5,161,0,14
